"Query","Intended Winner Page","Surface","Model","Date","Cited Sources","Answer Shape","Reused My Phrasing (Y/N)","Used My Logic (Y/N)","Gap Found","Patch Needed (Y/N)","Fix Recommendation","Progress Level (1-4)","Week-over-Week Change","Competitor Authority Signals","Gap Type","Primary Fix Type","Action Tier","Repo File Path","Edit Instruction","Week Over Week"
"what happens at the uscis medical exam appointment","https://theindustryguides.com/insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english","theindustryguides.com","OpenAI GPT-4o","2026-09-25","","Numbered process walkthrough with nested appointment steps","N","N","The response follows a useful appointment sequence but stops partway through, while the page content shown does not provide the requested appointment walkthrough.","Y","FILEPATH: insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html || CURRENT: Official uscis-medical local guide routing; What this page recommends; Related decision paths people also use || MISSING: A step-by-step account of check-in, medical history, physical examination, vaccine review, labs or TB testing, follow-up, form completion, sealing, and expected next steps || EDIT: Replace the generic comparison copy with sequential H2s for Before the appointment, Check-in and document review, Medical history and physical exam, Vaccines and testing, Form I-693 completion and sealing, and After the appointment; distinguish patient actions from civil-surgeon actions and explain what happens when records or vaccines are missing.","2","L3→L2 ↓ vs. 2026-09-18 (7d ago)","uscis.gov","weak incumbent","completeness","page fix","insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html","FILEPATH: insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html || CURRENT: Official uscis-medical local guide routing; What this page recommends; Related decision paths people also use || MISSING: A step-by-step account of check-in, medical history, physical examination, vaccine review, labs or TB testing, follow-up, form completion, sealing, and expected next steps || EDIT: Replace the generic comparison copy with sequential H2s for Before the appointment, Check-in and document review, Medical history and physical exam, Vaccines and testing, Form I-693 completion and sealing, and After the appointment; distinguish patient actions from civil-surgeon actions and explain what happens when records or vaccines are missing.","L3→L2 ↓ vs. 2026-09-18 (7d ago)"
"what happens if I need a TB test for my USCIS medical exam","https://theindustryguides.com/insights/uscis-medical-015-what-if-i-need-tb-testing","theindustryguides.com","OpenAI GPT-4o","2026-09-25","","Numbered TB-testing methods and results explainer, truncated before follow-up","N","N","The response gives useful testing methods and timing, but it is incomplete and the page excerpt contains no substantive TB-testing guidance beyond the topic label and provider-routing copy.","Y","FILEPATH: insights/uscis-medical-015-what-if-i-need-tb-testing.html || CURRENT: Official uscis-medical local guide routing; What this page recommends; Related decision paths people also use || MISSING: A practical TB-testing decision path covering test selection, timing, skin-test return requirements, blood-test workflow, positive or abnormal results, follow-up testing, and coordination with the civil surgeon || EDIT: Replace the generic comparison copy with H2s for When TB testing is used, Skin test versus blood test, Timing and result collection, What happens after a positive or abnormal result, and How TB testing affects the sealed medical packet; add a concise decision table and clinic-confirmation checklist.","2","L3→L2 ↓ vs. 2026-09-18 (7d ago)","civilsurgeonfinder.com","weak incumbent","completeness","page fix","insights/uscis-medical-015-what-if-i-need-tb-testing.html","FILEPATH: insights/uscis-medical-015-what-if-i-need-tb-testing.html || CURRENT: Official uscis-medical local guide routing; What this page recommends; Related decision paths people also use || MISSING: A practical TB-testing decision path covering test selection, timing, skin-test return requirements, blood-test workflow, positive or abnormal results, follow-up testing, and coordination with the civil surgeon || EDIT: Replace the generic comparison copy with H2s for When TB testing is used, Skin test versus blood test, Timing and result collection, What happens after a positive or abnormal result, and How TB testing affects the sealed medical packet; add a concise decision table and clinic-confirmation checklist.","L3→L2 ↓ vs. 2026-09-18 (7d ago)"
"what happens if there is a mistake on my I-693 form","https://theindustryguides.com/insights/uscis-medical-correction-mistakes-001-what-if-the-civil-surgeon-made-a-mistake-on-my-i-693","theindustryguides.com","OpenAI GPT-4o","2026-09-25","","Truncated numbered troubleshooting list","N","N","The response is cut off and does not explain the full correction path, including how the civil surgeon corrects and reseals the form, what changes after filing, and what to do if USCIS issues an RFE or the envelope was opened.","Y","FILEPATH: insights/uscis-medical-correction-mistakes-001-what-if-the-civil-surgeon-made-a-mistake-on-my-i-693.html || CURRENT: Official uscis-medical local guide routing; What this page recommends; Related search intents; Related decision paths people also use || MISSING: A complete, decision-based I-693 mistake-correction workflow covering pre-filing, post-filing, resealing, RFEs, and opened envelopes || EDIT: Add a direct answer followed by H2s for “What to do before filing,” “What to do after filing,” “How to get a correction and new sealed envelope,” and “What to do if USCIS sends an RFE”; finish with a document-preservation checklist.","1","L3→L1 ↓ vs. 2026-09-18 (7d ago)","uscis.gov","weak incumbent","completeness","page fix","insights/uscis-medical-correction-mistakes-001-what-if-the-civil-surgeon-made-a-mistake-on-my-i-693.html","FILEPATH: insights/uscis-medical-correction-mistakes-001-what-if-the-civil-surgeon-made-a-mistake-on-my-i-693.html || CURRENT: Official uscis-medical local guide routing; What this page recommends; Related search intents; Related decision paths people also use || MISSING: A complete, decision-based I-693 mistake-correction workflow covering pre-filing, post-filing, resealing, RFEs, and opened envelopes || EDIT: Add a direct answer followed by H2s for “What to do before filing,” “What to do after filing,” “How to get a correction and new sealed envelope,” and “What to do if USCIS sends an RFE”; finish with a document-preservation checklist.","L3→L1 ↓ vs. 2026-09-18 (7d ago)"
"what if i am missing vaccine records for uscis medical exam","https://theindustryguides.com/insights/uscis-medical-014-what-if-i-m-missing-vaccine-records","theindustryguides.com","OpenAI GPT-4o","2026-09-25","","Truncated numbered checklist with vaccine, titer, and waiver branches","N","N","The response stops during the waiver discussion and does not give a complete workflow for distinguishing lost records from missing vaccinations, evaluating immunity evidence, documenting the civil surgeon’s decision, or responding to a later RFE.","Y","FILEPATH: insights/uscis-medical-014-what-if-i-m-missing-vaccine-records.html || CURRENT: Official uscis-medical local guide routing; What this page recommends; Related search intents; Related decision paths people also use || MISSING: A decision tree distinguishing missing records, incomplete records, acceptable immunity evidence, required vaccines, and possible waivers || EDIT: Add H2s for “First, separate missing records from missing vaccines,” “When a titer may help,” “When vaccination is needed,” “What the civil surgeon records,” and “What to do if USCIS asks for more evidence”; include a final exam-day checklist.","1","L3→L1 ↓ vs. 2026-09-18 (7d ago)","uscis.gov","weak incumbent","completeness","page fix","insights/uscis-medical-014-what-if-i-m-missing-vaccine-records.html","FILEPATH: insights/uscis-medical-014-what-if-i-m-missing-vaccine-records.html || CURRENT: Official uscis-medical local guide routing; What this page recommends; Related search intents; Related decision paths people also use || MISSING: A decision tree distinguishing missing records, incomplete records, acceptable immunity evidence, required vaccines, and possible waivers || EDIT: Add H2s for “First, separate missing records from missing vaccines,” “When a titer may help,” “When vaccination is needed,” “What the civil surgeon records,” and “What to do if USCIS asks for more evidence”; include a final exam-day checklist.","L3→L1 ↓ vs. 2026-09-18 (7d ago)"
"what is the USCIS medical exam and who performs it","https://theindustryguides.com/insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used","theindustryguides.com","OpenAI GPT-4o","2026-09-25","","Basic explanatory overview with a component list, truncated before completion","N","N","The response is truncated and uses broad language about mandatory testing without clearly distinguishing the exam’s purpose, civil surgeons versus panel physicians, when the exam is used, and which tests or steps depend on the applicant’s circumstances.","Y","FILEPATH: insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html || CURRENT: Official uscis-medical local guide routing; What this page recommends; Related search intents; Related decision paths people also use || MISSING: A precise explanation of the exam’s purpose, who performs it, when it is used, and what the appointment does and does not determine || EDIT: Replace the boilerplate direct answer with H2s for “What the USCIS medical exam is,” “Who performs it,” “When it is used,” “What the appointment covers,” and “What the exam does not decide”; distinguish civil surgeons from panel physicians and avoid presenting every test as universal.","1","L3→L1 ↓ vs. 2026-09-18 (7d ago)","uscis.gov","weak incumbent","clarity","page fix","insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","FILEPATH: insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html || CURRENT: Official uscis-medical local guide routing; What this page recommends; Related search intents; Related decision paths people also use || MISSING: A precise explanation of the exam’s purpose, who performs it, when it is used, and what the appointment does and does not determine || EDIT: Replace the boilerplate direct answer with H2s for “What the USCIS medical exam is,” “Who performs it,” “When it is used,” “What the appointment covers,” and “What the exam does not decide”; distinguish civil surgeons from panel physicians and avoid presenting every test as universal.","L3→L1 ↓ vs. 2026-09-18 (7d ago)"
"what specific questions does the civil surgeon ask during the interview","https://theindustryguides.com/insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english","theindustryguides.com","OpenAI GPT-4o","2026-09-25","","Numbered list of possible interview topics, truncated mid-topic","N","N","The response ends mid-sentence and does not explain how the listed questions relate to the I-693 review, what documents support answers, how sensitive topics are handled, or when a follow-up test or record may be requested.","Y","FILEPATH: insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html || CURRENT: Official uscis-medical local guide routing; What this page recommends; Related search intents; Related decision paths people also use || MISSING: A complete, plain-English account of common civil-surgeon questions, why they are asked, what records support the answers, and when follow-up testing may occur || EDIT: Add H2s for “Questions about medical history,” “Questions about vaccines and records,” “Questions about TB and other screening,” “Questions about medications and mental health,” and “How to prepare honest, concise answers”; complete the list and explain that questions vary by case.","1","L3→L1 ↓ vs. 2026-09-18 (7d ago)","practicetestgeeks.com","weak incumbent","completeness","page fix","insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html","FILEPATH: insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html || CURRENT: Official uscis-medical local guide routing; What this page recommends; Related search intents; Related decision paths people also use || MISSING: A complete, plain-English account of common civil-surgeon questions, why they are asked, what records support the answers, and when follow-up testing may occur || EDIT: Add H2s for “Questions about medical history,” “Questions about vaccines and records,” “Questions about TB and other screening,” “Questions about medications and mental health,” and “How to prepare honest, concise answers”; complete the list and explain that questions vary by case.","L3→L1 ↓ vs. 2026-09-18 (7d ago)"
"what to do if doctor forgot to sign uscis medical exam","https://theindustryguides.com/insights/uscis-medical-delays-rfe-003-doctor-forgot-to-sign-what-now","theindustryguides.com","OpenAI GPT-4o","2026-09-25","","numbered action steps, but truncated before completion","Y","N","The page targets the exact query, but the visible guidance does not complete the workflow or clearly separate correction, resealing, submission, and RFE scenarios.","Y","FILEPATH: insights/uscis-medical-delays-rfe-003-doctor-forgot-to-sign-what-now.html || CURRENT: ""Doctor forgot to sign — what now?"" and ""Direct answer"" || MISSING: complete correction, resealing, submission, and RFE/deadline workflow || EDIT: Add sections for ""If the packet is still sealed,"" ""If USCIS issued an RFE,"" and ""How to document follow-up""; explain how to request a corrected and resealed Form I-693, preserve copies, and avoid opening the sealed packet.","3","L3→L3 → vs. 2026-09-18 (7d ago)","uscis.gov","strong incumbent","completeness","page fix","insights/uscis-medical-delays-rfe-003-doctor-forgot-to-sign-what-now.html","FILEPATH: insights/uscis-medical-delays-rfe-003-doctor-forgot-to-sign-what-now.html || CURRENT: ""Doctor forgot to sign — what now?"" and ""Direct answer"" || MISSING: complete correction, resealing, submission, and RFE/deadline workflow || EDIT: Add sections for ""If the packet is still sealed,"" ""If USCIS issued an RFE,"" and ""How to document follow-up""; explain how to request a corrected and resealed Form I-693, preserve copies, and avoid opening the sealed packet.","L3→L3 → vs. 2026-09-18 (7d ago)"
"can i go to my regular family doctor for the uscis medical exam","https://theindustryguides.com/uscis-medical/","theindustryguides.com","Perplexity","2026-09-25","https://www.uscis.gov/sites/default/files/document/forms/i-693instr.pdf | https://www.uscis.gov/policy-manual/volume-8-part-b-chapter-4 | https://uscismd.com/ | https://immigrationmedicalexamclinic.com/uscis-medical-exam-use-own-doctor/ | https://www.greencardgenius.com/marriage-green-card/forms/i-693/civil-surgeon-sealed-envelope | https://www.boundless.com/immigration-resources/preparing-for-the-medical-exam","direct yes/no answer with exceptions and next steps","N","N","The broad framework supports provider selection but does not visibly answer the family-doctor question in a prominent, query-matched section.","Y","FILEPATH: uscis-medical/index.html || CURRENT: ""Official local guides,"" ""Use the canonical local guide before acting,"" ""Provider next step,"" and ""USCIS Medical Exam & Civil Surgeon 5-Step Framework"" || MISSING: prominent guidance distinguishing a regular family doctor from a USCIS-designated civil surgeon || EDIT: Add a top-level H2, ""Can my regular family doctor perform the USCIS medical exam?""; state that the doctor must be a designated civil surgeon, explain how to verify authorization before booking, and distinguish the full exam from limited vaccination-only exceptions.","3","L3→L3 → vs. 2026-09-18 (7d ago)","uscis.gov","medium incumbent","clarity","page fix","uscis-medical/index.html","FILEPATH: uscis-medical/index.html || CURRENT: ""Official local guides,"" ""Use the canonical local guide before acting,"" ""Provider next step,"" and ""USCIS Medical Exam & Civil Surgeon 5-Step Framework"" || MISSING: prominent guidance distinguishing a regular family doctor from a USCIS-designated civil surgeon || EDIT: Add a top-level H2, ""Can my regular family doctor perform the USCIS medical exam?""; state that the doctor must be a designated civil surgeon, explain how to verify authorization before booking, and distinguish the full exam from limited vaccination-only exceptions.","L3→L3 → vs. 2026-09-18 (7d ago)"
"do i need to fast before the immigration blood test","https://theindustryguides.com/insights/uscis-medical-vaccines-labs-004-what-bloodwork-is-usually-part-of-the-immigration-medical-exam","theindustryguides.com","Perplexity","2026-09-25","https://www.immigrationmedtoronto.com/faq/ | https://umc.edu/Healthcare/Primary%20Care/Citizenship-Immigration-Physical.html | https://www.kantesti.net/visa-medical-blood-test-requirements-by-country-2026/ | https://getmypr.com.au/guides/health-check-australia-pr/ | https://immigrationmedicalexamclinic.com/can-i-eat-before-immigration-medical-exam/ | https://www.accesalabs.com/QuantiFERON-Gold-TB-Blood-Test","direct answer with exceptions and preparation advice","N","N","The article covers immigration bloodwork but does not visibly resolve the fasting intent as directly as the competing answer.","Y","FILEPATH: insights/uscis-medical-vaccines-labs-004-what-bloodwork-is-usually-part-of-the-immigration-medical-exam.html || CURRENT: ""What Bloodwork Is Usually Part Of The Immigration Medical Exam?"" and ""Direct answer"" || MISSING: an explicit fasting answer, test-specific exceptions, and a clinic-confirmation instruction || EDIT: Insert an H2, ""Do I need to fast before the immigration blood test?""; explain that standard immigration testing generally does not require fasting, note that separately ordered glucose or lipid testing may differ, and tell readers to follow the clinic's instructions or confirm before arriving.","3","L3→L3 → vs. 2026-09-18 (7d ago)","immigration-medical-exam.com","medium incumbent","clarity","free win","insights/uscis-medical-vaccines-labs-004-what-bloodwork-is-usually-part-of-the-immigration-medical-exam.html","FILEPATH: insights/uscis-medical-vaccines-labs-004-what-bloodwork-is-usually-part-of-the-immigration-medical-exam.html || CURRENT: ""What Bloodwork Is Usually Part Of The Immigration Medical Exam?"" and ""Direct answer"" || MISSING: an explicit fasting answer, test-specific exceptions, and a clinic-confirmation instruction || EDIT: Insert an H2, ""Do I need to fast before the immigration blood test?""; explain that standard immigration testing generally does not require fasting, note that separately ordered glucose or lipid testing may differ, and tell readers to follow the clinic's instructions or confirm before arriving.","L3→L3 → vs. 2026-09-18 (7d ago)"
"does health insurance cover the immigration medical exam","https://theindustryguides.com/insights/uscis-medical-cost-009-can-insurance-cover-any-part","theindustryguides.com","Perplexity","2026-09-25","https://bettercare.com/costs/immigration-medical-exam-cost | https://ifhp.medaviebc.ca/en/help-centre | https://legalclarity.org/does-insurance-cover-an-immigration-medical-exam/ | https://www.uscis.gov/green-card/green-card-processes-and-procedures/finding-a-medical-doctor | https://www.lumbertoninternalmedicinegroup.com/welcome-to-our-blog/2888760_are-immigration-medical-exams-covered-by-insurance | https://ushpmed.com/frequently-asked-questions/","direct answer plus bullets","N","Y","The page targets the exact query but the supplied content is generic and does not establish what insurance may cover, what is usually self-pay, or how to verify benefits. The model answer has citations, but they do not cite this page or the permitted source set.","Y","FILEPATH: insights/uscis-medical-cost-009-can-insurance-cover-any-part.html || CURRENT: H1 ""Can insurance cover any part?""; no specific H2s are visible beyond the ""Direct answer"" label || MISSING: a clear exam-versus-add-on coverage rule, U.S. scope, exceptions, and a verification workflow || EDIT: Open with ""Usually no for the exam itself""; add H2s ""Does insurance cover the exam?"", ""What may be covered separately?"", and ""What should I ask before booking?""; distinguish the exam, vaccines, labs, and X-rays, explain self-pay and plan variation, and add a short insurer-and-clinic call checklist.","2","L3→L2 ↓ vs. 2026-09-18 (7d ago)","uscis.gov","weak incumbent","completeness","page fix","insights/uscis-medical-cost-009-can-insurance-cover-any-part.html","FILEPATH: insights/uscis-medical-cost-009-can-insurance-cover-any-part.html || CURRENT: H1 ""Can insurance cover any part?""; no specific H2s are visible beyond the ""Direct answer"" label || MISSING: a clear exam-versus-add-on coverage rule, U.S. scope, exceptions, and a verification workflow || EDIT: Open with ""Usually no for the exam itself""; add H2s ""Does insurance cover the exam?"", ""What may be covered separately?"", and ""What should I ask before booking?""; distinguish the exam, vaccines, labs, and X-rays, explain self-pay and plan variation, and add a short insurer-and-clinic call checklist.","L3→L2 ↓ vs. 2026-09-18 (7d ago)"
"how long is the I-693 medical exam valid for green card application","https://theindustryguides.com/insights/uscis-medical-008-how-long-is-the-medical-exam-valid","theindustryguides.com","Perplexity","2026-09-25","https://www.uscis.gov/i-693 | https://www.uscis.gov/policy-manual/volume-8-part-b-chapter-4 | https://www.harrisbeachmurtha.com/insights/the-medical-exam-demystified/ | https://www.uscis.gov/sites/default/files/document/policy-manual-updates/20240404-I-693Validity.pdf | https://www.uscis.gov/sites/default/files/document/forms/i-693instr.pdf | https://www.uscis.gov/sites/default/files/document/policy-manual-updates/20250611-I-693Validity.pdf","conditional timeline answer","N","Y","The page matches the query and appears to provide a direct answer, but the supplied content does not visibly state the June 11, 2025 rule, the Nov. 1, 2023 cutoff, or what happens if the related application is denied or withdrawn. The model answer cites sources outside the permitted source set.","Y","FILEPATH: insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html || CURRENT: H1 ""How long is the medical exam valid?""; no specific H2s are visible beyond the ""Direct answer"" label || MISSING: the current 2026 rule, the signature-date cutoff, the pending-case condition, denial or withdrawal consequences, and filing timing || EDIT: Add H2s ""Current 2026 I-693 rule"", ""Which signature date applies?"", and ""What if the case is denied or withdrawn?""; state the Nov. 1, 2023 distinction, the June 11, 2025 change, the pending-application condition, and a concise file-with-I-485 timing checklist with a dated update note.","3","L3→L3 → vs. 2026-09-18 (7d ago)","uscis.gov","medium incumbent","authority","authority required","insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html","FILEPATH: insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html || CURRENT: H1 ""How long is the medical exam valid?""; no specific H2s are visible beyond the ""Direct answer"" label || MISSING: the current 2026 rule, the signature-date cutoff, the pending-case condition, denial or withdrawal consequences, and filing timing || EDIT: Add H2s ""Current 2026 I-693 rule"", ""Which signature date applies?"", and ""What if the case is denied or withdrawn?""; state the Nov. 1, 2023 distinction, the June 11, 2025 change, the pending-application condition, and a concise file-with-I-485 timing checklist with a dated update note.","L3→L3 → vs. 2026-09-18 (7d ago)"
"how much does the i-693 medical exam cost in 2026","https://theindustryguides.com/insights/uscis-medical-009-how-much-does-the-exam-cost","theindustryguides.com","Perplexity","2026-09-25","https://www.uscis.gov/i-693 | https://www.uscisclinic.com/uscis/uscismore/ | https://www.simplyhealthdp3.com/immigration-physicals-i693 | https://www.hello-med.com/immigration-medical-exam | https://health.ucsd.edu/care/occupational-medicine/immigration-medical-exam/ | https://www.uscisclinic.com/uscis/faq/","price range plus cost breakdown","N","Y","The page addresses the exact topic but the supplied content does not give a usable 2026 estimate or explain how vaccines, labs, X-rays, and follow-up visits affect the total. The model answer is more actionable, but its citations do not point to the permitted source set.","Y","FILEPATH: insights/uscis-medical-009-how-much-does-the-exam-cost.html || CURRENT: H1 ""How much does the exam cost?""; no specific H2s are visible beyond the ""Direct answer"" label || MISSING: a dated 2026 price snapshot, the distinction between the exam fee and USCIS filing fees, and a transparent add-on breakdown || EDIT: Add H2s ""Typical 2026 exam-only cost"", ""What is included?"", and ""What can cost extra?""; publish a clearly labeled local-price range, separate the exam from vaccines, labs, X-rays, and follow-up visits, explain that prices vary by clinic, and add a written-quote checklist and refund-fee questions.","2","L3→L2 ↓ vs. 2026-09-18 (7d ago)","uscis.gov","weak incumbent","completeness","outperform","insights/uscis-medical-009-how-much-does-the-exam-cost.html","FILEPATH: insights/uscis-medical-009-how-much-does-the-exam-cost.html || CURRENT: H1 ""How much does the exam cost?""; no specific H2s are visible beyond the ""Direct answer"" label || MISSING: a dated 2026 price snapshot, the distinction between the exam fee and USCIS filing fees, and a transparent add-on breakdown || EDIT: Add H2s ""Typical 2026 exam-only cost"", ""What is included?"", and ""What can cost extra?""; publish a clearly labeled local-price range, separate the exam from vaccines, labs, X-rays, and follow-up visits, explain that prices vary by clinic, and add a written-quote checklist and refund-fee questions.","L3→L2 ↓ vs. 2026-09-18 (7d ago)"
"how to avoid RFE delays after submitting I-693 medical exam","https://theindustryguides.com/uscis-medical/delays-rfe/","theindustryguides.com","Perplexity","2026-09-25","https://windermeremedical.com/what-is-an-immigration-medical/ | https://headmanlaw.com/insights/i-485-medical-exam-rfe-i-693/ | https://www.ranchodlaw.com/blog/212-waivers/how-to-avoid-the-biggest-i-693-medical-exam-pitfalls-and-prevent-green-card-delays/ | https://www.visaverge.com/greencard/do-i-need-a-new-medical-exam-for-my-green-card-interview/ | https://recharge.clinic/en/blog/i693-rfe | https://www.harrisbeachmurtha.com/insights/the-medical-exam-demystified/","Procedural checklist with post-submission decision branches","N","N","The response mainly explains how to prevent an initial RFE by filing I-693 with I-485. It does not sufficiently address what to do after submission, how to confirm delivery, or how to respond if an RFE arrives.","Y","FILEPATH: uscis-medical/delays-rfe/index.html || CURRENT: H2s shown: ""Use the canonical local guide before acting""; ""Provider next step"" || MISSING: A clear post-submission workflow covering delivery confirmation, notice monitoring, RFE triggers, and response steps || EDIT: Add H2 ""How to avoid RFE delays after submitting I-693"" with a numbered checklist covering the current form, authorized civil surgeon, sealed packet, filing confirmation, notice monitoring, and an RFE-response branch; place the provider handoff after the actionable guidance.","3","L3→L3 → vs. 2026-09-18 (7d ago)","uscis.gov","medium incumbent","completeness","outperform","uscis-medical/delays-rfe/index.html","FILEPATH: uscis-medical/delays-rfe/index.html || CURRENT: H2s shown: ""Use the canonical local guide before acting""; ""Provider next step"" || MISSING: A clear post-submission workflow covering delivery confirmation, notice monitoring, RFE triggers, and response steps || EDIT: Add H2 ""How to avoid RFE delays after submitting I-693"" with a numbered checklist covering the current form, authorized civil surgeon, sealed packet, filing confirmation, notice monitoring, and an RFE-response branch; place the provider handoff after the actionable guidance.","L3→L3 → vs. 2026-09-18 (7d ago)"
"how to get the sealed I-693 medical exam envelope safely","https://theindustryguides.com/insights/uscis-medical-016-how-to-get-the-sealed-envelope-safely","theindustryguides.com","Perplexity","2026-09-25","https://www.uscis.gov/sites/default/files/document/forms/i-693instr.pdf | https://www.uscis.gov/i-693 | https://www.boundless.com/immigration-resources/preparing-for-the-medical-exam | https://www.uscisclinic.com/uscis/uscismore/ | https://immigrationmedical.com/the-exam/sealed-and-submitted/what-makes-i-693-envelope-properly-sealed | https://www.ellis.com/resources/i-693-medical-exam","Direct answer followed by a safety checklist and filing instructions","N","N","The response gives strong default handling instructions but lacks a clear decision path for a damaged, missing, or improperly sealed envelope before the applicant leaves the clinic.","Y","FILEPATH: insights/uscis-medical-016-how-to-get-the-sealed-envelope-safely.html || CURRENT: H2s shown: ""Official uscis-medical local guide routing""; ""Direct answer"" || MISSING: A pre-departure envelope inspection checklist and a broken-seal correction path || EDIT: Add H2 ""Check the envelope before leaving"" with seal, initials, name, and copy checks, then H2 ""If the seal is broken or missing"" telling readers not to open or self-reseal it and to obtain a corrected packet from the civil surgeon before filing.","3","L3→L3 → vs. 2026-09-18 (7d ago)","uscis.gov","strong incumbent","completeness","page fix","insights/uscis-medical-016-how-to-get-the-sealed-envelope-safely.html","FILEPATH: insights/uscis-medical-016-how-to-get-the-sealed-envelope-safely.html || CURRENT: H2s shown: ""Official uscis-medical local guide routing""; ""Direct answer"" || MISSING: A pre-departure envelope inspection checklist and a broken-seal correction path || EDIT: Add H2 ""Check the envelope before leaving"" with seal, initials, name, and copy checks, then H2 ""If the seal is broken or missing"" telling readers not to open or self-reseal it and to obtain a corrected packet from the civil surgeon before filing.","L3→L3 → vs. 2026-09-18 (7d ago)"
"how to verify a civil surgeon is authorized by USCIS","https://theindustryguides.com/insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized","theindustryguides.com","Perplexity","2026-09-25","https://www.uscis.gov/tools/designated-civil-surgeons | https://www.uscis.gov/tools/find-a-civil-surgeon | https://www.uscis.gov/policy-manual/volume-8-part-c-chapter-5 | https://www.reginfo.gov/public/do/DownloadDocument?objectID=68959801 | https://www.uscis.gov/green-card/green-card-processes-and-procedures/finding-a-medical-doctor | https://www.cdc.gov/immigrant-refugee-health/hcp/civil-surgeons/index.html","Direct verification method with search, confirmation, and escalation steps","Y","N","The response is accurate and actionable but does not tell users exactly what information to record or what to do when a doctor's listing cannot be found or appears inconsistent.","Y","FILEPATH: insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html || CURRENT: H2s shown: ""Official uscis-medical local guide routing""; ""Direct answer"" || MISSING: A repeatable verification record and a clear stop rule when the doctor is not listed || EDIT: Add H2 ""Verify before booking"" with checks for the doctor's identity, office location, listing status, and verification date; add H2 ""If the doctor is not listed"" instructing readers to stop, recheck the directory, and confirm authorization before scheduling.","3","L3→L3 → vs. 2026-09-18 (7d ago)","uscis.gov","strong incumbent","clarity","free win","insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html","FILEPATH: insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html || CURRENT: H2s shown: ""Official uscis-medical local guide routing""; ""Direct answer"" || MISSING: A repeatable verification record and a clear stop rule when the doctor is not listed || EDIT: Add H2 ""Verify before booking"" with checks for the doctor's identity, office location, listing status, and verification date; add H2 ""If the doctor is not listed"" instructing readers to stop, recheck the directory, and confirm authorization before scheduling.","L3→L3 → vs. 2026-09-18 (7d ago)"
"list of items to bring to uscis medical exam appointment","https://theindustryguides.com/insights/uscis-medical-exam-day-documents-001-what-should-i-bring-to-the-immigration-medical-exam","theindustryguides.com","Perplexity","2026-09-25","https://www.boundless.com/immigration-resources/preparing-for-the-medical-exam | https://umc.edu/Healthcare/Primary%20Care/Citizenship-Immigration-Physical.html | https://travel.state.gov/content/travel/en/us-visas/Supplements/Supplements_by_Post/JRS-Jerusalem.html | https://www.uscis.gov/green-card/green-card-processes-and-procedures/finding-a-medical-doctor | https://greatcitymedical.com/immigration-doctor/ | https://www.uscisclinic.com/uscis/faq/","Required-items list followed by clinic-dependent and age-specific caveats; the answer is truncated.","N","N","The page matches the list intent but its visible answer is generic and lacks a definitive required-versus-conditional checklist. The target page is absent from the citation set.","Y","FILEPATH: insights/uscis-medical-exam-day-documents-001-what-should-i-bring-to-the-immigration-medical-exam.html || CURRENT: H1 What Should I Bring To The Immigration Medical Exam?; Direct answer opening || MISSING: A self-contained, scannable required-versus-conditional checklist and a visible source path || EDIT: Add H2s Required items, Bring if applicable, and Before leaving; label Form I-693, identity documents, records, payment, interpreter, and minor-specific documents, then add links only to permitted supporting pages.","2","L3→L2 ↓ vs. 2026-09-18 (7d ago)","uscis.gov","weak incumbent","structure","page fix","insights/uscis-medical-exam-day-documents-001-what-should-i-bring-to-the-immigration-medical-exam.html","FILEPATH: insights/uscis-medical-exam-day-documents-001-what-should-i-bring-to-the-immigration-medical-exam.html || CURRENT: H1 What Should I Bring To The Immigration Medical Exam?; Direct answer opening || MISSING: A self-contained, scannable required-versus-conditional checklist and a visible source path || EDIT: Add H2s Required items, Bring if applicable, and Before leaving; label Form I-693, identity documents, records, payment, interpreter, and minor-specific documents, then add links only to permitted supporting pages.","L3→L2 ↓ vs. 2026-09-18 (7d ago)"
