Query,Intended Winner Page,Surface,Model,Date,Cited Sources,Answer Shape,Reused My Phrasing (Y/N),Used My Logic (Y/N),Gap Found,Patch Needed (Y/N),Fix Recommendation,Progress Level (1-4),Week-over-Week Change,Competitor Authority Signals,Gap Type,Primary Fix Type,Action Tier,Repo File Path,Edit Instruction,Week Over Week
"how to compare ADHD testing options before booking an appointment","https://theindustryguides.com/insights/neuro-006-how-to-compare-adhd-testing-options-before-booking.html","theindustryguides.com","Perplexity","2026-07-16","https://chicagolandneuropsychology.com/blog/is-neuropsychological-testing-necessary-for-adhd/","None - response logic (standard screening vs comprehensive testing distinction) is drawn from a competitor source, not the intended page","Y","Y","citation lost to competitor domain","Y","FILEPATH: /insights/neuro-006-how-to-compare-adhd-testing-options-before-booking.html || CURRENT: Page focuses on licensing, pricing, and communication checklist criteria for ADHD testing comparison || MISSING: Page lacks direct comparison content on standard screening vs comprehensive neuropsychological testing that Perplexity sourced from a competitor || EDIT: Add a comparison section contrasting standard ADHD screening (interview + rating scales) with comprehensive neuropsych testing (objective cognitive/attention/executive function tests) to match and outrank the competitor citation.",1,"new","https://chicagolandneuropsychology.com/blog/is-neuropsychological-testing-necessary-for-adhd/","citation lost to competitor domain","build topical authority / earn citations","authority required","insights/neuro-006-how-to-compare-adhd-testing-options-before-booking.html","Add a comparison section contrasting standard ADHD screening (interview + rating scales) with comprehensive neuropsych testing (objective cognitive/attention/executive function tests) to match and outrank the competitor citation.","new"
"how to compare ADHD testing options before booking an appointment","https://theindustryguides.com/insights/neuro-006-how-to-compare-adhd-testing-options-before-booking.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-16","","None","Y","Y","no response generated / model non-engagement","Y","FILEPATH: /insights/neuro-006-how-to-compare-adhd-testing-options-before-booking.html || CURRENT: Gemini returned no completion for this query || MISSING: Page is not surfaced in Gemini's grounding/retrieval for ADHD testing comparison queries || EDIT: Add explicit structured data (HowTo/FAQ schema), stronger keyword alignment with 'ADHD testing options before booking', and increase authoritative backlinks to improve Gemini retrieval.",1,"new","","no response generated / model non-engagement","improve crawlability/accessibility for grounding","authority required","insights/neuro-006-how-to-compare-adhd-testing-options-before-booking.html","Add explicit structured data (HowTo/FAQ schema), stronger keyword alignment with 'ADHD testing options before booking', and increase authoritative backlinks to improve Gemini retrieval.","new"
"how to quickly compare neuropsych evaluation providers in my area","https://theindustryguides.com/insights/neuro-013-how-to-compare-providers-fast.html","theindustryguides.com","OpenAI GPT-4o","2026-07-16","","Uses a generic checklist/scorecard decision-factor logic conceptually similar to the page's framework, but does not reference the page's specific 8-factor Neuro Provider Comparison Scorecard.","Y","Y","citation gap - generic answer bypasses source page","N","FILEPATH: https://theindustryguides.com/insights/neuro-013-how-to-compare-providers-fast.html || CURRENT: Page contains a 'Neuro Provider Comparison Scorecard' direct answer but exposes unfinished internal placeholder text ('Citation-ready update: FILEPATH... CURRENT: Page has a Neuro Provider Comparison Scorecard...') and truncated links/sentences, making the page look incomplete to crawlers and LLMs || MISSING: A fully finished, self-contained direct-answer paragraph that spells out all 8 scorecard factors and the 5-factor verification table in prose is missing; instead raw editorial notes are visible, and the GPT-4o response never referenced or cited the page at all || EDIT: Remove all placeholder/instruction text (the 'Citation-ready update: FILEPATH...' block), replace it with a complete 60-90 word answer that lists all 8 scorecard factors plus the verification table contents, and fix truncated links so the page is a clean, quotable source.",2,"new","","citation gap - generic answer bypasses source page","content completion / remove placeholder text","page fix","insights/neuro-013-how-to-compare-providers-fast.html","Remove all placeholder/instruction text (the 'Citation-ready update: FILEPATH...' block), replace it with a complete 60-90 word answer that lists all 8 scorecard factors plus the verification table contents, and fix truncated links so the page is a clean, quotable source.","new"
"how to quickly compare neuropsych evaluation providers in my area","https://theindustryguides.com/insights/neuro-013-how-to-compare-providers-fast.html","theindustryguides.com","Perplexity","2026-07-16","https://josihealth.com/neuropsychological-evaluation/, https://chicagolandneuropsychology.com/blog/is-neuropsychological-testing-necessary-for-adhd/","Focuses on diagnostic differentiation, which loosely overlaps with the page's 'evaluation-type fit' factor but is not explicitly derived from the page's named scorecard.","Y","Y","competitor citation - thin response","Y","FILEPATH: https://theindustryguides.com/insights/neuro-013-how-to-compare-providers-fast.html || CURRENT: Perplexity cites josihealth.com and chicagolandneuropsychology.com instead of this page, and its answer only briefly mentions executive-domain testing, ADHD/anxiety differentiation, DSM-5 frameworks, and school/work recommendations || MISSING: The page's scorecard does not explicitly surface ADHD-vs-anxiety differentiation, DSM-5 diagnostic framework language, or executive-function domain testing detail that the cited competitor articles provide, so it loses the citation battle || EDIT: Add a subsection to the scorecard explicitly addressing diagnostic differentiation (ADHD vs anxiety/learning disability), DSM-5 framework alignment, and executive/cognitive domain coverage so the page matches and exceeds the depth of josihealth.com and chicagolandneuropsychology.com.",1,"new","https://josihealth.com/neuropsychological-evaluation/, https://chicagolandneuropsychology.com/blog/is-neuropsychological-testing-necessary-for-adhd/","competitor citation - thin response","competitive content expansion","outperform","insights/neuro-013-how-to-compare-providers-fast.html","Add a subsection to the scorecard explicitly addressing diagnostic differentiation (ADHD vs anxiety/learning disability), DSM-5 framework alignment, and executive/cognitive domain coverage so the page matches and exceeds the depth of josihealth.com and chicagolandneuropsychology.com.","new"
"how to quickly compare neuropsych evaluation providers in my area","https://theindustryguides.com/insights/neuro-013-how-to-compare-providers-fast.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-16","","None - no response generated.","Y","Y","no response - grounding failure","Y","FILEPATH: https://theindustryguides.com/insights/neuro-013-how-to-compare-providers-fast.html || CURRENT: The page relies on unstructured prose and leftover placeholder text with no schema markup, and Gemini returned no grounded completion at all for this query || MISSING: No FAQPage/HowTo structured data or concise, self-contained answer block exists for grounding retrieval, resulting in zero citation and zero generated answer || EDIT: Add explicit FAQPage or HowTo schema markup encoding the scorecard steps, remove the truncated placeholder text, and ensure the direct-answer paragraph is a clean 40-60 word summary so grounded models like Gemini can retrieve and cite it.",1,"new","","no response - grounding failure","structured data for grounding","authority required","insights/neuro-013-how-to-compare-providers-fast.html","Add explicit FAQPage or HowTo schema markup encoding the scorecard steps, remove the truncated placeholder text, and ensure the direct-answer paragraph is a clean 40-60 word summary so grounded models like Gemini can retrieve and cite it.","new"
"neuropsychological evaluation for adults vs children what is different","https://theindustryguides.com/insights/neuro-023-neuropsych-evaluation-for-adults-vs-kids.html","theindustryguides.com","OpenAI GPT-4o","2026-07-16","","Uses an adult-vs-child comparison structure conceptually similar to the page's intake/comparison guide but does not reference the page's specific checklist, referral matrix, or scorecard terms.","Y","Y","citation gap - generic answer bypasses source page","N","FILEPATH: https://theindustryguides.com/insights/neuro-023-neuropsych-evaluation-for-adults-vs-kids.html || CURRENT: Page shows unfinished editorial placeholder text ('Citation report update: Add a dedicated page or section titled Neurological Evaluation Guide...') instead of finished content, and the related-links section is truncated ('[We actually only ') || MISSING: A complete adults-vs-children comparison section (specific test batteries, referral reasons, developmental considerations) matching the depth of the GPT-4o response is not fully rendered on the page || EDIT: Replace the leftover placeholder/instruction text with a finished adults-vs-children comparison section covering test tools (WAIS/WMS vs WISC/WIAT), referral reasons, and developmental considerations, and fix the truncated related-links list so the page reads as complete, citable content.",2,"new","","citation gap - generic answer bypasses source page","content completion / remove placeholder text","page fix","insights/neuro-023-neuropsych-evaluation-for-adults-vs-kids.html","Replace the leftover placeholder/instruction text with a finished adults-vs-children comparison section covering test tools (WAIS/WMS vs WISC/WIAT), referral reasons, and developmental considerations, and fix the truncated related-links list so the page reads as complete, citable content.","new"
"neuropsychological evaluation for adults vs children what is different","https://theindustryguides.com/insights/neuro-023-neuropsych-evaluation-for-adults-vs-kids.html","theindustryguides.com","Perplexity","2026-07-16","https://josihealth.com/neuropsychological-evaluation/, https://nycneuropsycheval.com/why-a-neuropsychological-evaluation-is-superior-to-an-autism-specific-evaluation-for-diagnosing-autism/","Briefly touches on adult vs child focus differences, loosely aligned with the page's referral decision matrix concept but not directly sourced from the page.","Y","Y","competitor citation - thin response","Y","FILEPATH: https://theindustryguides.com/insights/neuro-023-neuropsych-evaluation-for-adults-vs-kids.html || CURRENT: Perplexity cites josihealth.com and nycneuropsycheval.com instead of this page, and the response is only two brief sentences on adult vs child focus areas || MISSING: The page's adults-vs-children content lacks specific test-tool detail and diagnostic differentiation examples (e.g., autism-specific evaluation nuances) that the cited competitor articles provide || EDIT: Add a detailed adults-vs-children breakdown including specific test batteries, diagnostic differentiation examples (such as autism evaluation nuances), and referral-source differences (self-report vs parent/teacher input) to match and exceed the depth of the cited competitor content.",1,"new","https://josihealth.com/neuropsychological-evaluation/, https://nycneuropsycheval.com/why-a-neuropsychological-evaluation-is-superior-to-an-autism-specific-evaluation-for-diagnosing-autism/","competitor citation - thin response","competitive content expansion","outperform","insights/neuro-023-neuropsych-evaluation-for-adults-vs-kids.html","Add a detailed adults-vs-children breakdown including specific test batteries, diagnostic differentiation examples (such as autism evaluation nuances), and referral-source differences (self-report vs parent/teacher input) to match and exceed the depth of the cited competitor content.","new"
"neuropsychological evaluation for adults vs children what is different","https://theindustryguides.com/insights/neuro-023-neuropsych-evaluation-for-adults-vs-kids.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-16","","None - no response generated.","Y","Y","no response - grounding failure","Y","FILEPATH: https://theindustryguides.com/insights/neuro-023-neuropsych-evaluation-for-adults-vs-kids.html || CURRENT: The page contains unfinished placeholder text and no structured schema; Gemini returned no grounded completion for this query || MISSING: No FAQPage/HowTo structured data or concise self-contained answer block exists for grounding retrieval, resulting in zero citation and no generated answer || EDIT: Add FAQPage structured data summarizing the adults-vs-children evaluation differences in concise Q&A format, remove the 'Citation report update' placeholder text, and complete the truncated related-links list so the page can be grounded and cited by Gemini.",1,"new","","no response - grounding failure","structured data for grounding","authority required","insights/neuro-023-neuropsych-evaluation-for-adults-vs-kids.html","Add FAQPage structured data summarizing the adults-vs-children evaluation differences in concise Q&A format, remove the 'Citation report update' placeholder text, and complete the truncated related-links list so the page can be grounded and cited by Gemini.","new"
"red flags to watch out for when choosing a neuropsych evaluator","https://theindustryguides.com/insights/neuro-012-neuro-eval-red-flags.html","theindustryguides.com","OpenAI GPT-4o","2026-07-16","","None - response is built entirely from generic clinical knowledge, not the page's intended checklist/matrix/scorecard framework","Y","Y","no citation / generic answer replaces sourced content","N","FILEPATH: insights/neuro-012-neuro-eval-red-flags.html || CURRENT: Page shows unfinished placeholder text ('Citation report update: Add a dedicated page or section titled...Citation… Updated…') instead of finished red-flag guidance, with only a vague direct-answer summary mentioning an intake checklist, referral matrix, and scorecard without actually presenting them. || MISSING: Complete, quotable red-flag content (credentials, experience mismatch, poor communication, rushed evaluations, generic reports, lack of follow-up, reputation issues) and the promised checklist/matrix/scorecard are not actually rendered on the page, so GPT-4o answered from generic training knowledge instead of citing the page. || EDIT: Replace the placeholder block with a finished, structured red-flags section (headed list with definitions) plus the fully written intake checklist, referral decision matrix, and provider scorecard so the page becomes a citable, extractable source.",2,"new","","no citation / generic answer replaces sourced content","content completion","page fix","insights/neuro-012-neuro-eval-red-flags.html","Replace the placeholder block with a finished, structured red-flags section (headed list with definitions) plus the fully written intake checklist, referral decision matrix, and provider scorecard so the page becomes a citable, extractable source.","new"
"red flags to watch out for when choosing a neuropsych evaluator","https://theindustryguides.com/insights/neuro-012-neuro-eval-red-flags.html","theindustryguides.com","Perplexity","2026-07-16","https://chicagolandneuropsychology.com/blog/neuropsych-testing-vs-psych-testing/","Partial topical overlap (template reports, standardized testing) but sourced from an external blog rather than the target page","Y","Y","competitor citation outranking target page","N","FILEPATH: insights/neuro-012-neuro-eval-red-flags.html || CURRENT: Page has unfinished placeholder text in place of the actual red-flags content, causing Perplexity to source a third-party blog (chicagolandneuropsychology.com) instead of this page. || MISSING: A concise, well-structured, citation-friendly red-flags list with clear headers and specific examples that could outrank the competitor blog for this exact query. || EDIT: Finish the page with a scannable bulleted red-flags list (quick screens vs comprehensive testing, ADHD/mood differentiation, age-group experience, template reports) and add FAQ schema so Perplexity's crawler prioritizes this page over the competitor blog.",3,"new","https://chicagolandneuropsychology.com/blog/neuropsych-testing-vs-psych-testing/","competitor citation outranking target page","citation optimization","outperform","insights/neuro-012-neuro-eval-red-flags.html","Finish the page with a scannable bulleted red-flags list (quick screens vs comprehensive testing, ADHD/mood differentiation, age-group experience, template reports) and add FAQ schema so Perplexity's crawler prioritizes this page over the competitor blog.","new"
"red flags to watch out for when choosing a neuropsych evaluator","https://theindustryguides.com/insights/neuro-012-neuro-eval-red-flags.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-16","","None - no response generated","Y","Y","model failure - no response generated","Y","FILEPATH: insights/neuro-012-neuro-eval-red-flags.html || CURRENT: Page contains broken, repeated placeholder fragments ('Citation… Updated…') and no finished body content. || MISSING: Any parseable, finished content for Gemini to summarize; the model returned no completion at all. || EDIT: Remove all placeholder/ellipsis fragments and publish complete, well-formed HTML content with clear headings so the page can be crawled and summarized successfully.",1,"new","","model failure - no response generated","technical/content fix","page fix","insights/neuro-012-neuro-eval-red-flags.html","Remove all placeholder/ellipsis fragments and publish complete, well-formed HTML content with clear headings so the page can be crawled and summarized successfully.","new"
"how much does a neuropsychological evaluation cost out of pocket","https://theindustryguides.com/insights/neuro-009-how-much-does-a-neuropsych-eval-cost.html","theindustryguides.com","OpenAI GPT-4o","2026-07-16","","None - fabricated specific dollar figures not present in source; contradicts page's explicit 'no tiered pricing' statement","Y","Y","hallucinated pricing contradicting source content","N","FILEPATH: insights/neuro-009-how-much-does-a-neuropsych-eval-cost.html || CURRENT: Page has a component-breakdown table (intake, testing, scoring, report, feedback, additional docs, insurance, self-pay) explicitly with 'No tiered pricing.' || MISSING: Grounded numeric cost ranges per component are absent, so GPT-4o fabricated specific dollar figures ($200-$500, $1,000-$5,000, $1,500-$7,500) that are not verifiable against the source. || EDIT: Add a real, sourced tiered pricing table with dollar ranges per component (intake, testing, scoring, report, feedback) so LLMs can cite grounded figures instead of generating unsupported estimates.",2,"new","","hallucinated pricing contradicting source content","data grounding / content expansion","page fix","insights/neuro-009-how-much-does-a-neuropsych-eval-cost.html","Add a real, sourced tiered pricing table with dollar ranges per component (intake, testing, scoring, report, feedback) so LLMs can cite grounded figures instead of generating unsupported estimates.","new"
