url,path,lastmod,surface,canonical_domain,source
https://theindustryguides.com/dentistry/community-questions/is-severe-toothache-a-dental-emergency/,/dentistry/community-questions/is-severe-toothache-a-dental-emergency/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/community-questions/my-dad-runs-a-dental-group-of-four-clinics-what-should-i-know/,/dentistry/community-questions/my-dad-runs-a-dental-group-of-four-clinics-what-should-i-know/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/community-questions/my-dentist-identified-a-very-tiny-vertical-crack-on-my-lower-right-second-molar-and-recomm/,/dentistry/community-questions/my-dentist-identified-a-very-tiny-vertical-crack-on-my-lower-right-second-molar-and-recomm/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/community-questions/my-dentist-says-that-it-s-better-to-put-both-the-bone-graft-and-the-implant-in-a-single-vi/,/dentistry/community-questions/my-dentist-says-that-it-s-better-to-put-both-the-bone-graft-and-the-implant-in-a-single-vi/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/community-questions/my-wife-who-does-not-handle-conflict-or-confrontation-well-set-up-a-dentist-apt-what-shoul/,/dentistry/community-questions/my-wife-who-does-not-handle-conflict-or-confrontation-well-set-up-a-dentist-apt-what-shoul/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/community-questions/not-necessarily-a-dental-appointment-with-a-full-check-up-but-just-a-place-you-could-stop-/,/dentistry/community-questions/not-necessarily-a-dental-appointment-with-a-full-check-up-but-just-a-place-you-could-stop-/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/community-questions/notes-haven-t-been-to-a-dentist-in-7-years-and-these-photos-are-taken-3-months-apart-what-/,/dentistry/community-questions/notes-haven-t-been-to-a-dentist-in-7-years-and-these-photos-are-taken-3-months-apart-what-/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/community-questions/on-11th-i-observed-this-thing-and-got-it-checked-by-the-dentist-on-12th-he-said-it-was-a-b/,/dentistry/community-questions/on-11th-i-observed-this-thing-and-got-it-checked-by-the-dentist-on-12th-he-said-it-was-a-b/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/community-questions/over-the-counter-medicine-for-dental-pain/,/dentistry/community-questions/over-the-counter-medicine-for-dental-pain/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/community-questions/please-let-me-know-what-this-is-dentists-what-should-i-know/,/dentistry/community-questions/please-let-me-know-what-this-is-dentists-what-should-i-know/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/community-questions/question-hi-everyone-i-m-23-years-old-and-from-january-2026-until-now-i-ve-been-visiting-m/,/dentistry/community-questions/question-hi-everyone-i-m-23-years-old-and-from-january-2026-until-now-i-ve-been-visiting-m/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/community-questions/seeing-dentist-for-a-potential-tooth-abscess-what-should-i-know/,/dentistry/community-questions/seeing-dentist-for-a-potential-tooth-abscess-what-should-i-know/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/community-questions/should-i-get-implants/,/dentistry/community-questions/should-i-get-implants/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/community-questions/unsure-of-design-thank-you-i-am-a-dentist-but-unable-to-post-on-dentistry-form-32-submitte/,/dentistry/community-questions/unsure-of-design-thank-you-i-am-a-dentist-but-unable-to-post-on-dentistry-form-32-submitte/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/community-questions/what-is-the-average-cost-of-veneers/,/dentistry/community-questions/what-is-the-average-cost-of-veneers/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/community-questions/what-to-do-if-my-tooth-fell-out/,/dentistry/community-questions/what-to-do-if-my-tooth-fell-out/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/community-questions/who-is-an-in-network-dentist-for-cigna-near-me/,/dentistry/community-questions/who-is-an-in-network-dentist-for-cigna-near-me/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/community-questions/why-does-it-feel-like-dentists-always-defend-other-dentists-even-when-the-work-seems-quest/,/dentistry/community-questions/why-does-it-feel-like-dentists-always-defend-other-dentists-even-when-the-work-seems-quest/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/community-questions/wisdom-tooth-eval-and-extraction-planned-in-2-days-my-general-dentist-requested-i-see-an-o/,/dentistry/community-questions/wisdom-tooth-eval-and-extraction-planned-in-2-days-my-general-dentist-requested-i-see-an-o/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/cosmetic-restorative/,/dentistry/cosmetic-restorative/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/cost-financing/,/dentistry/cost-financing/,2026-06-23,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/cost-insurance/,/dentistry/cost-insurance/,2026-06-23,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/dental-bridge-vs-implant/,/dentistry/dental-bridge-vs-implant/,2026-06-23,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/dental-implant-cost-by-state/,/dentistry/dental-implant-cost-by-state/,2026-06-19,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/dental-red-flags/,/dentistry/dental-red-flags/,2026-06-23,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/emergency-open-now/,/dentistry/emergency-open-now/,2026-06-23,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/insurance-billing/,/dentistry/insurance-billing/,2026-06-23,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/invisalign-cost-by-state/,/dentistry/invisalign-cost-by-state/,2026-06-19,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/pediatric-family/,/dentistry/pediatric-family/,2026-06-23,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/recovery-aftercare/,/dentistry/recovery-aftercare/,2026-06-23,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/root-canal-treatment/,/dentistry/root-canal-treatment/,2026-06-23,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/second-opinion/,/dentistry/second-opinion/,2026-06-19,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/sedation-fear/,/dentistry/sedation-fear/,2026-06-19,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/specialists/,/dentistry/specialists/,2026-06-23,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/alabama/dental-insurance-marketplace/,/dentistry/states/alabama/dental-insurance-marketplace/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/alabama/medicaid-dental-coverage/,/dentistry/states/alabama/medicaid-dental-coverage/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/alaska/dental-insurance-marketplace/,/dentistry/states/alaska/dental-insurance-marketplace/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/alaska/medicaid-dental-coverage/,/dentistry/states/alaska/medicaid-dental-coverage/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/arizona/dental-insurance-marketplace/,/dentistry/states/arizona/dental-insurance-marketplace/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/arizona/medicaid-dental-coverage/,/dentistry/states/arizona/medicaid-dental-coverage/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/arkansas/dental-insurance-marketplace/,/dentistry/states/arkansas/dental-insurance-marketplace/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/arkansas/medicaid-dental-coverage/,/dentistry/states/arkansas/medicaid-dental-coverage/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/california/dental-insurance-marketplace/,/dentistry/states/california/dental-insurance-marketplace/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/california/medicaid-dental-coverage/,/dentistry/states/california/medicaid-dental-coverage/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/colorado/dental-insurance-marketplace/,/dentistry/states/colorado/dental-insurance-marketplace/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/colorado/medicaid-dental-coverage/,/dentistry/states/colorado/medicaid-dental-coverage/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/connecticut/dental-insurance-marketplace/,/dentistry/states/connecticut/dental-insurance-marketplace/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/connecticut/medicaid-dental-coverage/,/dentistry/states/connecticut/medicaid-dental-coverage/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/delaware/dental-insurance-marketplace/,/dentistry/states/delaware/dental-insurance-marketplace/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/delaware/medicaid-dental-coverage/,/dentistry/states/delaware/medicaid-dental-coverage/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/florida/dental-insurance-marketplace/,/dentistry/states/florida/dental-insurance-marketplace/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/florida/medicaid-dental-coverage/,/dentistry/states/florida/medicaid-dental-coverage/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/georgia/dental-insurance-marketplace/,/dentistry/states/georgia/dental-insurance-marketplace/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/georgia/medicaid-dental-coverage/,/dentistry/states/georgia/medicaid-dental-coverage/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/hawaii/dental-insurance-marketplace/,/dentistry/states/hawaii/dental-insurance-marketplace/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/hawaii/medicaid-dental-coverage/,/dentistry/states/hawaii/medicaid-dental-coverage/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/idaho/dental-insurance-marketplace/,/dentistry/states/idaho/dental-insurance-marketplace/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/idaho/medicaid-dental-coverage/,/dentistry/states/idaho/medicaid-dental-coverage/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/illinois/dental-insurance-marketplace/,/dentistry/states/illinois/dental-insurance-marketplace/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/illinois/medicaid-dental-coverage/,/dentistry/states/illinois/medicaid-dental-coverage/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/indiana/dental-insurance-marketplace/,/dentistry/states/indiana/dental-insurance-marketplace/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/indiana/medicaid-dental-coverage/,/dentistry/states/indiana/medicaid-dental-coverage/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/iowa/dental-insurance-marketplace/,/dentistry/states/iowa/dental-insurance-marketplace/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/iowa/medicaid-dental-coverage/,/dentistry/states/iowa/medicaid-dental-coverage/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/kansas/dental-insurance-marketplace/,/dentistry/states/kansas/dental-insurance-marketplace/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/kansas/medicaid-dental-coverage/,/dentistry/states/kansas/medicaid-dental-coverage/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/kentucky/dental-insurance-marketplace/,/dentistry/states/kentucky/dental-insurance-marketplace/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/kentucky/medicaid-dental-coverage/,/dentistry/states/kentucky/medicaid-dental-coverage/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/louisiana/dental-insurance-marketplace/,/dentistry/states/louisiana/dental-insurance-marketplace/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/louisiana/medicaid-dental-coverage/,/dentistry/states/louisiana/medicaid-dental-coverage/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/maine/dental-insurance-marketplace/,/dentistry/states/maine/dental-insurance-marketplace/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/maine/medicaid-dental-coverage/,/dentistry/states/maine/medicaid-dental-coverage/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/maryland/dental-insurance-marketplace/,/dentistry/states/maryland/dental-insurance-marketplace/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/maryland/medicaid-dental-coverage/,/dentistry/states/maryland/medicaid-dental-coverage/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
https://theindustryguides.com/dentistry/states/massachusetts/dental-insurance-marketplace/,/dentistry/states/massachusetts/dental-insurance-marketplace/,2026-06-26,page,theindustryguides.com,content/_live/published_urls.json
