Query,Intended Winner Page,Surface,Model,Date,Cited Sources,Answer Shape,Reused My Phrasing (Y/N),Used My Logic (Y/N),Gap Found,Patch Needed (Y/N),Fix Recommendation,Progress Level (1-4),Week-over-Week Change,Competitor Authority Signals,Gap Type,Primary Fix Type,Action Tier,Repo File Path,Edit Instruction,Week Over Week
"how to choose a neuropsych evaluator fast when I have a school deadline","https://theindustryguides.com/insights/neuro-026-how-to-choose-if-you-have-a-deadline.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-20","","Original step-by-step tactical guide with outreach volume, a provider-search method, a ready-to-send message, and screening questions.","Y","Y","The intended page does not tell the reader how to search, what to ask, how to compare availability versus turnaround, or how to avoid choosing an evaluator whose report will miss the school requirement.","Y","FILEPATH: insights/neuro-026-how-to-choose-if-you-have-a-deadline.html || CURRENT: Scraped landing section || MISSING: The intended page does not tell the reader how to search, what to ask, how to compare availability versus turnaround, or how to avoid choosing an evaluator whose report will miss the school requirement. || EDIT: Lead with a school-deadline triage plan: identify the non-negotiable deliverable and due date, contact a defined set of eligible providers, ask for the earliest testing date and guaranteed report date, verify whether the evaluator’s report meets the school’s requirements, and compare candidates in a table. Add explicit cautions that a fast slot is not sufficient if qualifications, scope, or report timing do not fit the accommodation request. Provide a short copyable contact script.","1","L3→L1 ↓ vs. 2026-08-13 (7d ago)","No citations or named clinical authority are provided, but the response signals practical authority through concrete operational steps, numbers, scripts, directory use, and an urgency-specific plan.","weak incumbent","structure","page fix","insights/neuro-026-how-to-choose-if-you-have-a-deadline.html","Lead with a school-deadline triage plan: identify the non-negotiable deliverable and due date, contact a defined set of eligible providers, ask for the earliest testing date and guaranteed report date, verify whether the evaluator’s report meets the school’s requirements, and compare candidates in a table. Add explicit cautions that a fast slot is not sufficient if qualifications, scope, or report timing do not fit the accommodation request. Provide a short copyable contact script.","L3→L1 ↓ vs. 2026-08-13 (7d ago)"
"how to choose the right neuropsychological evaluation for my child","https://theindustryguides.com/insights/neuro-004-how-to-choose-the-right-neuropsych-evaluation-path.html","theindustryguides.com","OpenAI GPT-4o","2026-08-20","","Original general-purpose numbered checklist covering concerns, referral inputs, evaluator credentials, specialization, and evaluation scope.","Y","Y","The intended page names the query but does not help a parent identify the right evaluation path, distinguish assessment types, or compare evaluators against concrete child-specific needs.","Y","FILEPATH: insights/neuro-004-how-to-choose-the-right-neuropsych-evaluation-path.html || CURRENT: Scraped landing section || MISSING: The intended page names the query but does not help a parent identify the right evaluation path, distinguish assessment types, or compare evaluators against concrete child-specific needs. || EDIT: Replace the generic direct answer with a path-selection framework: start with the parent’s question and school/medical context; show when a school evaluation, psychoeducational evaluation, psychological evaluation, or pediatric neuropsychological evaluation may fit; provide a provider-comparison checklist for licensure, pediatric expertise, relevant presenting concerns, testing domains, school-facing recommendations, feedback session, report format, cost, and timing. Include questions parents can ask at intake and explain how to bring school records and medical history.","1","L2→L1 ↓ vs. 2026-08-13 (7d ago)","No citations are offered. Authority is conveyed through familiar clinical-selection criteria and a calm, structured, parent-oriented explanation.","weak incumbent","completeness","page fix","insights/neuro-004-how-to-choose-the-right-neuropsych-evaluation-path.html","Replace the generic direct answer with a path-selection framework: start with the parent’s question and school/medical context; show when a school evaluation, psychoeducational evaluation, psychological evaluation, or pediatric neuropsychological evaluation may fit; provide a provider-comparison checklist for licensure, pediatric expertise, relevant presenting concerns, testing domains, school-facing recommendations, feedback session, report format, cost, and timing. Include questions parents can ask at intake and explain how to bring school records and medical history.","L2→L1 ↓ vs. 2026-08-13 (7d ago)"
"how to choose the right neuropsychological evaluation for my child","https://theindustryguides.com/insights/neuro-004-how-to-choose-the-right-neuropsych-evaluation-path.html","theindustryguides.com","Perplexity","2026-08-20","","Competitor-source reproduction / source-page extraction. It is centered on the IEE process and school-district payment, not the broader question of choosing the right evaluation for a child.","Y","Y","The intended page has no actual decision framework, while the response offers at least a recognized source article. However, the competitor content is also narrower than the query because it mainly addresses independent evaluations and school disputes.","Y","FILEPATH: insights/neuro-004-how-to-choose-the-right-neuropsych-evaluation-path.html || CURRENT: Scraped landing section || MISSING: The intended page has no actual decision framework, while the response offers at least a recognized source article. However, the competitor content is also narrower than the query because it mainly addresses independent evaluations and school disputes. || EDIT: Create a parent-facing selection guide that begins with the child’s presenting question, then differentiates school assessment, psychoeducational testing, psychological assessment, and neuropsychological evaluation. Add a checklist for evaluator training, pediatric experience, relevant condition expertise, testing scope, record review, observations, feedback, report recommendations, and coordination with the school. Include a limited, clearly labeled section on when an IEE may be relevant rather than making it the central answer.","1","L4→L1 ↓ vs. 2026-08-13 (7d ago)","Child Mind Institute’s named writer and clinical expert, article navigation, school-resource taxonomy, and cited pediatric hospital/medical sources create strong authority signals. Mass General, CHOA, Cleveland Clinic, CHOP, and Johns Hopkins further strengthen the cited-source set.","weak incumbent","structure","free win","insights/neuro-004-how-to-choose-the-right-neuropsych-evaluation-path.html","Create a parent-facing selection guide that begins with the child’s presenting question, then differentiates school assessment, psychoeducational testing, psychological assessment, and neuropsychological evaluation. Add a checklist for evaluator training, pediatric experience, relevant condition expertise, testing scope, record review, observations, feedback, report recommendations, and coordination with the school. Include a limited, clearly labeled section on when an IEE may be relevant rather than making it the central answer.","L4→L1 ↓ vs. 2026-08-13 (7d ago)"
"how to choose the right neuropsychological evaluation for my child","https://theindustryguides.com/insights/neuro-004-how-to-choose-the-right-neuropsych-evaluation-path.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-20","","Original parent-oriented step-by-step guide. It correctly reframes the choice as selecting an appropriately qualified evaluator rather than selecting individual test instruments.","Y","Y","The intended page does not provide the central distinction, the child-concern intake framework, assessment-type comparison, or questions needed to choose an evaluator and evaluation scope.","Y","FILEPATH: insights/neuro-004-how-to-choose-the-right-neuropsych-evaluation-path.html || CURRENT: Scraped landing section || MISSING: The intended page does not provide the central distinction, the child-concern intake framework, assessment-type comparison, or questions needed to choose an evaluator and evaluation scope. || EDIT: Open with the key distinction that parents choose an assessment goal and qualified evaluator, not a test battery. Then provide: a concerns-to-evaluation-path table; differences among school, psychoeducational, psychological, and neuropsychological evaluations; a qualifications/scope checklist; questions about report usability for IEP/504 or other accommodations; and practical considerations including records, cost, wait time, feedback, report timing, and follow-up recommendations.","1","L1 = vs. 2026-08-13 (7d ago)","No formal citations are included. The response earns credibility through a useful conceptual distinction, child-specific intake prompts, and concrete examples of academic, attention, social/developmental, emotional, and medical concerns.","weak incumbent","structure","authority required","insights/neuro-004-how-to-choose-the-right-neuropsych-evaluation-path.html","Open with the key distinction that parents choose an assessment goal and qualified evaluator, not a test battery. Then provide: a concerns-to-evaluation-path table; differences among school, psychoeducational, psychological, and neuropsychological evaluations; a qualifications/scope checklist; questions about report usability for IEP/504 or other accommodations; and practical considerations including records, cost, wait time, feedback, report timing, and follow-up recommendations.","L1 = vs. 2026-08-13 (7d ago)"
"how to compare ADHD testing options before booking an appointment","https://theindustryguides.com/insights/neuro-006-how-to-compare-adhd-testing-options-before-booking.html","theindustryguides.com","OpenAI GPT-4o","2026-08-20","","A coherent, step-by-step educational comparison guide, though the visible response is cut off before later criteria.","Y","Y","The intended page does not answer the query beyond generic language saying to compare concrete factors; it supplies neither the factors nor a usable comparison method.","Y","FILEPATH: insights/neuro-006-how-to-compare-adhd-testing-options-before-booking.html || CURRENT: Scraped landing section || MISSING: The intended page does not answer the query beyond generic language saying to compare concrete factors; it supplies neither the factors nor a usable comparison method. || EDIT: Replace the keyword-repetitive direct-answer paragraph with a real pre-booking comparison checklist. Cover care goal, evaluator license/scope, clinical interview and collateral history, differential diagnosis, test components, report/deliverables, accommodations documentation, prescribing/therapy referral pathway, timeline, telehealth versus in-person constraints, total cost and insurance verification. End with a copyable set of questions to ask each office and route users to the canonical local workflow for location-specific next steps.","1","L1 = vs. 2026-08-13 (7d ago)","No citations or external authority signals. Credibility comes only from generally plausible provider-type and assessment-process guidance.","weak incumbent","completeness","authority required","insights/neuro-006-how-to-compare-adhd-testing-options-before-booking.html","Replace the keyword-repetitive direct-answer paragraph with a real pre-booking comparison checklist. Cover care goal, evaluator license/scope, clinical interview and collateral history, differential diagnosis, test components, report/deliverables, accommodations documentation, prescribing/therapy referral pathway, timeline, telehealth versus in-person constraints, total cost and insurance verification. End with a copyable set of questions to ask each office and route users to the canonical local workflow for location-specific next steps.","L1 = vs. 2026-08-13 (7d ago)"
"how to compare ADHD testing options before booking an appointment","https://theindustryguides.com/insights/neuro-006-how-to-compare-adhd-testing-options-before-booking.html","theindustryguides.com","Perplexity","2026-08-20","","Search-result/source-page extraction centered on an online self-screening service, not a synthesized answer to the comparison query.","Y","Y","The target page lacks the substantive framework required to capitalize on the competitor's poor synthesis. It does not explain how screening, diagnostic assessment, and neuropsychological testing differ.","Y","FILEPATH: insights/neuro-006-how-to-compare-adhd-testing-options-before-booking.html || CURRENT: Scraped landing section || MISSING: The target page lacks the substantive framework required to capitalize on the competitor's poor synthesis. It does not explain how screening, diagnostic assessment, and neuropsychological testing differ. || EDIT: Publish a concise, source-aware comparison guide that explicitly separates screening questionnaires from a diagnostic clinical assessment and a comprehensive neuropsychological evaluation. Add a comparison table for purpose, clinician, visit/testing time, likely deliverable, cost/coverage questions, and common use cases. Avoid claiming that any online screener confirms ADHD; state that accommodation and insurer requirements vary and should be verified directly.","1","L4→L1 ↓ vs. 2026-08-13 (7d ago)","The cited-source list includes a mix of commercial testing providers, clinic blogs, and one PMC article. The displayed response prominently reflects ADHDAdvisor marketing copy and includes an appropriate caveat that a self-test is not diagnostic.","weak incumbent","completeness","free win","insights/neuro-006-how-to-compare-adhd-testing-options-before-booking.html","Publish a concise, source-aware comparison guide that explicitly separates screening questionnaires from a diagnostic clinical assessment and a comprehensive neuropsychological evaluation. Add a comparison table for purpose, clinician, visit/testing time, likely deliverable, cost/coverage questions, and common use cases. Avoid claiming that any online screener confirms ADHD; state that accommodation and insurer requirements vary and should be verified directly.","L4→L1 ↓ vs. 2026-08-13 (7d ago)"
"how to compare ADHD testing options before booking an appointment","https://theindustryguides.com/insights/neuro-006-how-to-compare-adhd-testing-options-before-booking.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-20","","A well-structured decision guide: define the purpose, compare provider types in a table, then select evaluation depth according to medication, accommodations, or self-understanding goals.","Y","Y","The target page offers no real decision tree, provider table, or booking questions, so it is materially less useful than the model response.","Y","FILEPATH: insights/neuro-006-how-to-compare-adhd-testing-options-before-booking.html || CURRENT: Scraped landing section || MISSING: The target page offers no real decision tree, provider table, or booking questions, so it is materially less useful than the model response. || EDIT: Create a goal-first ADHD evaluation decision tree and provider comparison table. Include questions about whether the clinician assesses co-occurring conditions, uses developmental/medical history and rating scales, supplies a written report, and will coordinate care after diagnosis. Carefully qualify accommodations guidance: requirements differ by school, employer, test administrator, insurer, and jurisdiction; confirm the required documentation before booking. Do not imply that a comprehensive neuropsychological evaluation is universally required.","1","L3→L1 ↓ vs. 2026-08-13 (7d ago)","No citations. The response signals authority through detailed distinctions among psychiatrists/PMHNPs and psychologists, but several claims need qualification rather than being treated as universal.","weak incumbent","completeness","authority required","insights/neuro-006-how-to-compare-adhd-testing-options-before-booking.html","Create a goal-first ADHD evaluation decision tree and provider comparison table. Include questions about whether the clinician assesses co-occurring conditions, uses developmental/medical history and rating scales, supplies a written report, and will coordinate care after diagnosis. Carefully qualify accommodations guidance: requirements differ by school, employer, test administrator, insurer, and jurisdiction; confirm the required documentation before booking. Do not imply that a comprehensive neuropsychological evaluation is universally required.","L3→L1 ↓ vs. 2026-08-13 (7d ago)"
"how to compare neuropsych evaluation providers near me using a checklist","https://theindustryguides.com/insights/neuro-005-how-to-compare-local-options-using-a-real-decision-checklist.html","theindustryguides.com","OpenAI GPT-4o","2026-08-20","","A direct, practical numbered checklist for selecting a local neuropsychological evaluation provider.","Y","Y","The target page names the need for side-by-side decision support but provides none of the actual checklist criteria, questions, or comparison mechanism found in the model answer.","Y","FILEPATH: insights/neuro-005-how-to-compare-local-options-using-a-real-decision-checklist.html || CURRENT: Scraped landing section || MISSING: The target page names the need for side-by-side decision support but provides none of the actual checklist criteria, questions, or comparison mechanism found in the model answer. || EDIT: Turn the direct-answer section into a side-by-side local-provider scorecard. Include credentials and whether the evaluator is licensed in the user's state; referral/age/condition fit; what the evaluation includes; record and informant requirements; visit and report timeline; written-report sample or contents; feedback and follow-up; accommodations/agency form experience; total self-pay estimate, CPT/billing questions, insurance authorization, cancellation fees, and accessibility/telehealth logistics. Add a call script and a simple scoring method, then route to the canonical local guide only for live local matching.","1","L1 = vs. 2026-08-13 (7d ago)","No citations. It uses recognizable quality markers—licensure, board certification, specialty experience, standardized methods, report quality, and communication—but does not document them.","weak incumbent","completeness","authority required","insights/neuro-005-how-to-compare-local-options-using-a-real-decision-checklist.html","Turn the direct-answer section into a side-by-side local-provider scorecard. Include credentials and whether the evaluator is licensed in the user's state; referral/age/condition fit; what the evaluation includes; record and informant requirements; visit and report timeline; written-report sample or contents; feedback and follow-up; accommodations/agency form experience; total self-pay estimate, CPT/billing questions, insurance authorization, cancellation fees, and accessibility/telehealth logistics. Add a call script and a simple scoring method, then route to the canonical local guide only for live local matching.","L1 = vs. 2026-08-13 (7d ago)"
"how to compare neuropsych evaluation providers near me using a checklist","https://theindustryguides.com/insights/neuro-005-how-to-compare-local-options-using-a-real-decision-checklist.html","theindustryguides.com","Perplexity","2026-08-20","","An unsynthesized sequence of scraped directory, insurer/state, and provider-page excerpts; it does not deliver a checklist or a coherent provider-comparison recommendation.","Y","Y","The competitor response is weak, but the target page is also non-substantive and therefore cannot reliably satisfy the checklist intent or benefit from the competitor's fragmentation.","Y","FILEPATH: insights/neuro-005-how-to-compare-local-options-using-a-real-decision-checklist.html || CURRENT: Scraped landing section || MISSING: The competitor response is weak, but the target page is also non-substantive and therefore cannot reliably satisfy the checklist intent or benefit from the competitor's fragmentation. || EDIT: Publish the local-provider scorecard described for this page: credentials and state licensure, relevant population/condition fit, evaluation scope, feedback/report, documentation needs, wait time, out-of-network and authorization questions, total cost, and logistics. Distinguish directory listings from quality evidence, instruct users to verify credentials through the relevant licensing board, and provide exact office questions. Retain the canonical local-guide link as an optional next step rather than the page's primary answer.","1","L2→L1 ↓ vs. 2026-08-13 (7d ago)","The source list includes potentially credible institutional and clinical sources, such as a state agency, ColumbiaDoctors, Children's Healthcare of Atlanta, and provider directories. However, the displayed material does not integrate these sources into a reliable decision framework.","weak incumbent","completeness","free win","insights/neuro-005-how-to-compare-local-options-using-a-real-decision-checklist.html","Publish the local-provider scorecard described for this page: credentials and state licensure, relevant population/condition fit, evaluation scope, feedback/report, documentation needs, wait time, out-of-network and authorization questions, total cost, and logistics. Distinguish directory listings from quality evidence, instruct users to verify credentials through the relevant licensing board, and provide exact office questions. Retain the canonical local-guide link as an optional next step rather than the page's primary answer.","L2→L1 ↓ vs. 2026-08-13 (7d ago)"
"how to compare neuropsych evaluation providers near me using a checklist","https://theindustryguides.com/insights/neuro-005-how-to-compare-local-options-using-a-real-decision-checklist.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-20","","A practical local-provider comparison checklist with a shortlist-building workflow, table, credential checks, and directory suggestions.","Y","Y","Yes — the page provides no visible checklist or decision workflow despite targeting a checklist query, and it explicitly directs users away from itself.","Y","FILEPATH: insights/neuro-005-how-to-compare-local-options-using-a-real-decision-checklist.html || CURRENT: Scraped landing section || MISSING: Yes — the page provides no visible checklist or decision workflow despite targeting a checklist query, and it explicitly directs users away from itself. || EDIT: Replace the query-echo “Direct answer” with a complete, printable side-by-side provider scorecard: relevant age/condition expertise; state license and ABPP/ABCN status; referral requirements; tests and interview components; school/work accommodation acceptance; wait time; total self-pay estimate and insurance billing; report turnaround; feedback session; telehealth versus in-person limits; and questions to ask on the intake call. Either publish that workflow on neuroevalguides.com and canonically point this URL there, or stop telling users that this page is only a summary.","1","L1 = vs. 2026-08-13 (7d ago)","No formal citations were supplied, but the answer invokes recognizable referral and directory routes, including insurance directories, clinicians, AACN, and Psychology Today. Its concrete checklist is more useful than the target excerpt.","weak incumbent","completeness","page fix","insights/neuro-005-how-to-compare-local-options-using-a-real-decision-checklist.html","Replace the query-echo “Direct answer” with a complete, printable side-by-side provider scorecard: relevant age/condition expertise; state license and ABPP/ABCN status; referral requirements; tests and interview components; school/work accommodation acceptance; wait time; total self-pay estimate and insurance billing; report turnaround; feedback session; telehealth versus in-person limits; and questions to ask on the intake call. Either publish that workflow on neuroevalguides.com and canonically point this URL there, or stop telling users that this page is only a summary.","L1 = vs. 2026-08-13 (7d ago)"
"how to decide between ADHD testing autism evaluation or full neuropsych eval","https://theindustryguides.com/insights/neuro-001-decision-tree-adhd-vs-autism-vs-broader-neuro-evaluation.html","theindustryguides.com","OpenAI GPT-4o","2026-08-20","","A symptom- and scope-based triage guide distinguishing targeted ADHD testing, autism evaluation, and a broader neuropsychological evaluation.","Y","Y","Yes — the intended page names a decision tree but the excerpt supplies no actual branching criteria or user-completing decision aid.","Y","FILEPATH: insights/neuro-001-decision-tree-adhd-vs-autism-vs-broader-neuro-evaluation.html || CURRENT: Scraped landing section || MISSING: Yes — the intended page names a decision tree but the excerpt supplies no actual branching criteria or user-completing decision aid. || EDIT: Publish an explicit three-path decision tree rather than a generic statement that users should compare “concrete factors.” Include: when a targeted ADHD evaluation may fit; when autism-focused assessment may fit; when broad cognitive, learning, memory, medical, or multiple-domain questions support neuropsych evaluation; what can overlap; what a provider should clarify before booking; and a short “bring this information” checklist. Avoid implying that a quick category match is a diagnosis or that one assessment pathway is universally sufficient.","1","L2→L1 ↓ vs. 2026-08-13 (7d ago)","No citations were supplied. Even so, the response is organized around clinically recognizable differentiators—presenting concerns, developmental history, and breadth of cognitive or learning questions—and gives a sensible clinician-consultation caveat.","weak incumbent","completeness","authority required","insights/neuro-001-decision-tree-adhd-vs-autism-vs-broader-neuro-evaluation.html","Publish an explicit three-path decision tree rather than a generic statement that users should compare “concrete factors.” Include: when a targeted ADHD evaluation may fit; when autism-focused assessment may fit; when broad cognitive, learning, memory, medical, or multiple-domain questions support neuropsych evaluation; what can overlap; what a provider should clarify before booking; and a short “bring this information” checklist. Avoid implying that a quick category match is a diagnosis or that one assessment pathway is universally sufficient.","L2→L1 ↓ vs. 2026-08-13 (7d ago)"
"how to decide between ADHD testing autism evaluation or full neuropsych eval","https://theindustryguides.com/insights/neuro-001-decision-tree-adhd-vs-autism-vs-broader-neuro-evaluation.html","theindustryguides.com","Perplexity","2026-08-20","","A competitor clinic article focused chiefly on ADHD testing versus neuropsychological evaluation, with child-specific indicators, scope comparisons, author attribution, date, and internal service links.","Y","Y","Yes — an external, attributed provider article was selected and effectively supplied the answer while the intended page offers only an unsubstantiated generic summary and outbound canonical routing.","Y","FILEPATH: insights/neuro-001-decision-tree-adhd-vs-autism-vs-broader-neuro-evaluation.html || CURRENT: Scraped landing section || MISSING: Yes — an external, attributed provider article was selected and effectively supplied the answer while the intended page offers only an unsubstantiated generic summary and outbound canonical routing. || EDIT: Build a source-backed, neutral decision tree that covers all three requested pathways rather than only ADHD versus neuropsych. Add citations to high-authority clinical and professional references where appropriate, explain that autism and ADHD may co-occur, distinguish diagnostic scope from accommodation/documentation requirements, and provide a clinician-question checklist. Do not compete through unsupported “official” labels; demonstrate expertise through transparent criteria and sourcing.","1","L4→L1 ↓ vs. 2026-08-13 (7d ago)","Strongest observed authority signal in the batch: Perplexity surfaced and substantially reproduced a named clinic article with an identified writer, publication date, local practice context, and related service pages. It also cited numerous other provider and testing pages. These are mostly commercial/provider sources rather than primary clinical guidelines, but they are concrete, indexable competing content.","weak incumbent","structure","authority required","insights/neuro-001-decision-tree-adhd-vs-autism-vs-broader-neuro-evaluation.html","Build a source-backed, neutral decision tree that covers all three requested pathways rather than only ADHD versus neuropsych. Add citations to high-authority clinical and professional references where appropriate, explain that autism and ADHD may co-occur, distinguish diagnostic scope from accommodation/documentation requirements, and provide a clinician-question checklist. Do not compete through unsupported “official” labels; demonstrate expertise through transparent criteria and sourcing.","L4→L1 ↓ vs. 2026-08-13 (7d ago)"
"how to decide between ADHD testing autism evaluation or full neuropsych eval","https://theindustryguides.com/insights/neuro-001-decision-tree-adhd-vs-autism-vs-broader-neuro-evaluation.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-20","","A three-option comparison guide with sections for ADHD-specific testing, autism-specific evaluation, and a broader neuropsychological assessment; includes practical differences in scope, process, and cost/time considerations.","Y","Y","Yes — the target’s title promises a decision tree, while the available content has neither decision branches nor practical evaluation distinctions.","Y","FILEPATH: insights/neuro-001-decision-tree-adhd-vs-autism-vs-broader-neuro-evaluation.html || CURRENT: Scraped landing section || MISSING: Yes — the target’s title promises a decision tree, while the available content has neither decision branches nor practical evaluation distinctions. || EDIT: Match the useful structure without copying unsupported assertions: use a three-column/three-branch decision tree, state what each route can and cannot answer, flag co-occurring ADHD/autism and learning or cognitive concerns, explain when a clinician or insurer may dictate requirements, and end with intake questions. Review claims about medications, turnaround, price, and named tests carefully; qualify them because provider and jurisdiction requirements vary.","1","L3→L1 ↓ vs. 2026-08-13 (7d ago)","No citations are provided, but the answer has strong task-fit signals: clear headings, condition-specific features, assessment-process examples, and explicit “Choose this if” criteria. It is more complete and actionable than the target excerpt.","weak incumbent","completeness","page fix","insights/neuro-001-decision-tree-adhd-vs-autism-vs-broader-neuro-evaluation.html","Match the useful structure without copying unsupported assertions: use a three-column/three-branch decision tree, state what each route can and cannot answer, flag co-occurring ADHD/autism and learning or cognitive concerns, explain when a clinician or insurer may dictate requirements, and end with intake questions. Review claims about medications, turnaround, price, and named tests carefully; qualify them because provider and jurisdiction requirements vary.","L3→L1 ↓ vs. 2026-08-13 (7d ago)"
"how to quickly compare neuropsych evaluation providers in my area","https://theindustryguides.com/insights/neuro-013-how-to-compare-providers-fast.html","theindustryguides.com","OpenAI GPT-4o","2026-08-20","","A concise step-by-step provider-selection list: define needs, find candidates, verify credentials, read reviews, obtain referrals, and compare services.","Y","Y","Yes — the target page repeats the search intent but does not provide the promised fast method, comparison criteria, or decision aid.","Y","FILEPATH: insights/neuro-013-how-to-compare-providers-fast.html || CURRENT: Scraped landing section || MISSING: Yes — the target page repeats the search intent but does not provide the promised fast method, comparison criteria, or decision aid. || EDIT: Make “fast” operational: give users a 15–20 minute workflow to shortlist three providers, a one-screen comparison matrix, and an intake-call script. Prioritize verifiable factors that materially change choice: population and referral question fit, licensure/board certification, testing scope, total estimated cost and insurance process, earliest appointment, report/feedback timing, accommodations documentation, and cancellation policy. Treat public reviews as a minor signal rather than a quality ranking.","1","new","No citations were supplied. The response relies on familiar consumer-health discovery channels—professional directories, review platforms, primary-care referrals, and ABPP credential verification—which gives it basic practical credibility despite being generic.","weak incumbent","structure","free win","insights/neuro-013-how-to-compare-providers-fast.html","Make “fast” operational: give users a 15–20 minute workflow to shortlist three providers, a one-screen comparison matrix, and an intake-call script. Prioritize verifiable factors that materially change choice: population and referral question fit, licensure/board certification, testing scope, total estimated cost and insurance process, earliest appointment, report/feedback timing, accommodations documentation, and cancellation policy. Treat public reviews as a minor signal rather than a quality ranking.","new"
"how to quickly compare neuropsych evaluation providers in my area","https://theindustryguides.com/insights/neuro-013-how-to-compare-providers-fast.html","theindustryguides.com","Perplexity","2026-08-20","","Explanatory overview followed by practical provider-selection guidance; Perplexity relies heavily on third-party definitions and provider-directory information rather than a concise comparison workflow.","Y","Y","Yes. The intended page is only a thin routing page and does not provide the concrete, decision-ready comparison method the query demands.","Y","FILEPATH: insights/neuro-013-how-to-compare-providers-fast.html || CURRENT: Scraped landing section || MISSING: Yes. The intended page is only a thin routing page and does not provide the concrete, decision-ready comparison method the query demands. || EDIT: Replace the generic direct-answer paragraph with a scannable fast-comparison workflow: a 5-to-10-provider sourcing method, a side-by-side comparison table, exact screening questions, verification steps for licensure/insurance/referral requirements, wait-time and report-turnaround checks, specialty fit, and a final shortlist decision rule. Link each workflow stage to the canonical neuroevalguides.com local-routing page without describing it as 'official.'","1","new","Strong: cites ColumbiaDoctors, Johns Hopkins, Northwestern Medicine, CMS NPI Registry, Zocdoc, and multiple evaluation providers/directories. These sources supply recognizable clinical, institutional, and local-discovery authority.","weak incumbent","completeness","authority required","insights/neuro-013-how-to-compare-providers-fast.html","Replace the generic direct-answer paragraph with a scannable fast-comparison workflow: a 5-to-10-provider sourcing method, a side-by-side comparison table, exact screening questions, verification steps for licensure/insurance/referral requirements, wait-time and report-turnaround checks, specialty fit, and a final shortlist decision rule. Link each workflow stage to the canonical neuroevalguides.com local-routing page without describing it as 'official.'","new"
"how to quickly compare neuropsych evaluation providers in my area","https://theindustryguides.com/insights/neuro-013-how-to-compare-providers-fast.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-20","","Clear step-by-step funnel: create a comparison grid, find local candidates through insurance/directory/referral sources, then filter by dealbreakers.","Y","Y","Yes. The page lacks the table, workflow, filters, and local-comparison instructions that make the model answer useful.","Y","FILEPATH: insights/neuro-013-how-to-compare-providers-fast.html || CURRENT: Scraped landing section || MISSING: Yes. The page lacks the table, workflow, filters, and local-comparison instructions that make the model answer useful. || EDIT: Create a page that mirrors the user task rather than merely restating it: provide a copyable provider-comparison grid, a timed 30-to-60-minute search workflow, source options, dealbreaker filters, a short call/email script, and a scoring rule for selecting finalists. Place a contextual handoff link to neuroevalguides.com after users have received the core answer.","1","new","No explicit citations, but the answer invokes familiar discovery channels—insurance directories, Psychology Today, and referring clinicians—which are practical, trusted user pathways.","weak incumbent","structure","authority required","insights/neuro-013-how-to-compare-providers-fast.html","Create a page that mirrors the user task rather than merely restating it: provide a copyable provider-comparison grid, a timed 30-to-60-minute search workflow, source options, dealbreaker filters, a short call/email script, and a scoring rule for selecting finalists. Place a contextual handoff link to neuroevalguides.com after users have received the core answer.","new"
"how to use neuropsych evaluation results to get school accommodations","https://theindustryguides.com/insights/neuro-021-how-to-use-results-for-accommodations.html","theindustryguides.com","OpenAI GPT-4o","2026-08-20","","Sequential accommodation-request guide: interpret the report, identify needs, gather documents, request a school meeting, prepare requests, and develop an accommodation plan.","Y","Y","Yes. The intended page does not explain how neuropsychological findings become school accommodations and is not substantively responsive to the query.","Y","FILEPATH: insights/neuro-021-how-to-use-results-for-accommodations.html || CURRENT: Scraped landing section || MISSING: Yes. The intended page does not explain how neuropsychological findings become school accommodations and is not substantively responsive to the query. || EDIT: Replace the generic comparison-language direct answer with a school-accommodations workflow. Explain how to extract functional impacts and evaluator recommendations, submit a written evaluation request, ask for a 504 evaluation and/or special-education evaluation as appropriate, prepare for the meeting, convert findings into specific supports, obtain the written plan, and monitor implementation. Clearly distinguish K-12 from college processes and state that school teams make eligibility decisions.","1","new","No explicit citations. The response nevertheless uses standard school-process concepts such as documentation, meetings, special-education staff, and individualized supports.","weak incumbent","structure","authority required","insights/neuro-021-how-to-use-results-for-accommodations.html","Replace the generic comparison-language direct answer with a school-accommodations workflow. Explain how to extract functional impacts and evaluator recommendations, submit a written evaluation request, ask for a 504 evaluation and/or special-education evaluation as appropriate, prepare for the meeting, convert findings into specific supports, obtain the written plan, and monitor implementation. Clearly distinguish K-12 from college processes and state that school teams make eligibility decisions.","new"
