Query,Intended Winner Page,Surface,Model,Date,Cited Sources,Answer Shape,Reused My Phrasing (Y/N),Used My Logic (Y/N),Gap Found,Patch Needed (Y/N),Fix Recommendation,Progress Level (1-4),Week-over-Week Change,Competitor Authority Signals,Gap Type,Primary Fix Type,Action Tier,Repo File Path,Edit Instruction,Week Over Week
"how does a contingency fee work for a personal injury lawyer","https://theindustryguides.com/insights/personal-injury-006-how-does-a-contingency-fee-work.html","theindustryguides.com","OpenAI GPT-4o","2026-07-13","None","comprehensive","N","N","Structure and authority differences","Y","FILEPATH: insights/personal-injury-006-how-does-a-contingency-fee-work.html || CURRENT: Add a worked gross-vs-net settlement fee example matching the calculation style AI answer engines already generate || MISSING: Content gap found || EDIT: Cite ABA Model Rule 1.5(c) and state fee-cap statutes (e.g., MICRA) directly in personal-injury-006's fee table",3,"new","None","strong incumbent","AUTHORITY","authority required","insights/personal-injury-006-how-does-a-contingency-fee-work.html","Cite ABA Model Rule 1.5(c) and state fee-cap statutes (e.g., MICRA) directly in personal-injury-006's fee table","new"
"how does a contingency fee work for a personal injury lawyer","https://theindustryguides.com/insights/personal-injury-006-how-does-a-contingency-fee-work.html","theindustryguides.com","Perplexity","2026-07-13","None","comprehensive","N","N","Structure and authority differences","Y","FILEPATH: insights/personal-injury-006-how-does-a-contingency-fee-work.html || CURRENT: Add a worked gross-vs-net settlement fee example matching the calculation style AI answer engines already generate || MISSING: Content gap found || EDIT: Cite ABA Model Rule 1.5(c) and state fee-cap statutes (e.g., MICRA) directly in personal-injury-006's fee table",1,"new","None","strong incumbent","AUTHORITY","authority required","insights/personal-injury-006-how-does-a-contingency-fee-work.html","Cite ABA Model Rule 1.5(c) and state fee-cap statutes (e.g., MICRA) directly in personal-injury-006's fee table","new"
"how long do i have to see a doctor after a car accident for a claim","https://theindustryguides.com/personal-injury/medical-treatment/","theindustryguides.com","OpenAI GPT-4o","2026-07-13","None","comprehensive","N","N","Structure and authority differences","Y","FILEPATH: personal-injury/medical-treatment/index.html || CURRENT: Add a direct-answer paragraph distinguishing practical medical-urgency timing from the statutory PIP filing deadline, since both GPT and Perplexity cited only generic sites (Nolo, Justia, Lawyers.com) and never this domain || MISSING: Content gap found || EDIT: Replace the templated placeholder table cells on https://theindustryguides.com/personal-injury/medical-treatment/ with substantive content: an explicit day-count table (24-72 hours ideal window, plus state-specific no-fault PIP deadlines like Florida's 14 days) so the page actually answers the query instead of describing how to verify it",1,"new","None","no incumbent","COMPLETENESS","page fix","personal-injury/medical-treatment/index.html","Replace the templated placeholder table cells on https://theindustryguides.com/personal-injury/medical-treatment/ with substantive content: an explicit day-count table (24-72 hours ideal window, plus state-specific no-fault PIP deadlines like Florida's 14 days) so the page actually answers the query instead of describing how to verify it","new"
"how long do i have to see a doctor after a car accident for a claim","https://theindustryguides.com/personal-injury/medical-treatment/","theindustryguides.com","Perplexity","2026-07-13","None","comprehensive","N","N","Structure and authority differences","Y","FILEPATH: personal-injury/medical-treatment/index.html || CURRENT: Add a direct-answer paragraph distinguishing practical medical-urgency timing from the statutory PIP filing deadline, since both GPT and Perplexity cited only generic sites (Nolo, Justia, Lawyers.com) and never this domain || MISSING: Content gap found || EDIT: Replace the templated placeholder table cells on https://theindustryguides.com/personal-injury/medical-treatment/ with substantive content: an explicit day-count table (24-72 hours ideal window, plus state-specific no-fault PIP deadlines like Florida's 14 days) so the page actually answers the query instead of describing how to verify it",1,"new","None","no incumbent","COMPLETENESS","page fix","personal-injury/medical-treatment/index.html","Replace the templated placeholder table cells on https://theindustryguides.com/personal-injury/medical-treatment/ with substantive content: an explicit day-count table (24-72 hours ideal window, plus state-specific no-fault PIP deadlines like Florida's 14 days) so the page actually answers the query instead of describing how to verify it","new"
"how long does a personal injury case usually take to settle","https://theindustryguides.com/insights/personal-injury-013-how-long-do-cases-usually-take.html","theindustryguides.com","OpenAI GPT-4o","2026-07-13","None","comprehensive","N","N","Structure and authority differences","Y","FILEPATH: insights/personal-injury-013-how-long-do-cases-usually-take.html || CURRENT: Add a numbered breakdown of the settlement-timeline factors (MMI, liability disputes, insurer behavior, court backlog) with the same specificity GPT/Perplexity already surfaced, since neither engine cited this domain at all || MISSING: Content gap found || EDIT: Fill the 'Typical Timeline Ranges' table on https://theindustryguides.com/insights/personal-injury-013-how-long-do-cases-usually-take.html with real duration data (e.g., 3-12 months pre-litigation, 1-3+ years with litigation, 2-4 years for catastrophic cases) instead of repeated placeholder verification-question text",1,"new","None","no incumbent","COMPLETENESS","page fix","insights/personal-injury-013-how-long-do-cases-usually-take.html","Fill the 'Typical Timeline Ranges' table on https://theindustryguides.com/insights/personal-injury-013-how-long-do-cases-usually-take.html with real duration data (e.g., 3-12 months pre-litigation, 1-3+ years with litigation, 2-4 years for catastrophic cases) instead of repeated placeholder verification-question text","new"
"how long does a personal injury case usually take to settle","https://theindustryguides.com/insights/personal-injury-013-how-long-do-cases-usually-take.html","theindustryguides.com","Perplexity","2026-07-13","None","comprehensive","N","N","Structure and authority differences","Y","FILEPATH: insights/personal-injury-013-how-long-do-cases-usually-take.html || CURRENT: Add a numbered breakdown of the settlement-timeline factors (MMI, liability disputes, insurer behavior, court backlog) with the same specificity GPT/Perplexity already surfaced, since neither engine cited this domain at all || MISSING: Content gap found || EDIT: Fill the 'Typical Timeline Ranges' table on https://theindustryguides.com/insights/personal-injury-013-how-long-do-cases-usually-take.html with real duration data (e.g., 3-12 months pre-litigation, 1-3+ years with litigation, 2-4 years for catastrophic cases) instead of repeated placeholder verification-question text",1,"new","None","no incumbent","COMPLETENESS","page fix","insights/personal-injury-013-how-long-do-cases-usually-take.html","Fill the 'Typical Timeline Ranges' table on https://theindustryguides.com/insights/personal-injury-013-how-long-do-cases-usually-take.html with real duration data (e.g., 3-12 months pre-litigation, 1-3+ years with litigation, 2-4 years for catastrophic cases) instead of repeated placeholder verification-question text","new"
"how much is my whiplash case worth in florida","https://theindustryguides.com/insights/personal-injury-072-how-much-is-my-whiplash-case-worth-in-florida.html","theindustryguides.com","OpenAI GPT-4o","2026-07-13","None","comprehensive","N","N","Structure and authority differences","Y","FILEPATH: insights/personal-injury-072-how-much-is-my-whiplash-case-worth-in-florida.html || CURRENT: Replace the placeholder severity-matrix table on insight-072 with real Florida-specific settlement ranges (e.g., $2,500-$10,000 PIP-only vs $15,000-$100,000+ once the permanency threshold is met under Fla. Stat. 627.737) so the specific page, not the hub, becomes the citable source || MISSING: Content gap found || EDIT: Perplexity cited the parent hub https://theindustryguides.com/personal-injury/ instead of the specific insight page; add a prominent, keyword-matched internal link from the hub directly to https://theindustryguides.com/insights/personal-injury-072-how-much-is-my-whiplash-case-worth-in-florida.html",1,"new","None","medium incumbent","DISTRIBUTION","page fix","insights/personal-injury-072-how-much-is-my-whiplash-case-worth-in-florida.html","Perplexity cited the parent hub https://theindustryguides.com/personal-injury/ instead of the specific insight page; add a prominent, keyword-matched internal link from the hub directly to https://theindustryguides.com/insights/personal-injury-072-how-much-is-my-whiplash-case-worth-in-florida.html","new"
"how much is my whiplash case worth in florida","https://theindustryguides.com/insights/personal-injury-072-how-much-is-my-whiplash-case-worth-in-florida.html","theindustryguides.com","Perplexity","2026-07-13","None","comprehensive","N","N","Structure and authority differences","Y","FILEPATH: insights/personal-injury-072-how-much-is-my-whiplash-case-worth-in-florida.html || CURRENT: Replace the placeholder severity-matrix table on insight-072 with real Florida-specific settlement ranges (e.g., $2,500-$10,000 PIP-only vs $15,000-$100,000+ once the permanency threshold is met under Fla. Stat. 627.737) so the specific page, not the hub, becomes the citable source || MISSING: Content gap found || EDIT: Perplexity cited the parent hub https://theindustryguides.com/personal-injury/ instead of the specific insight page; add a prominent, keyword-matched internal link from the hub directly to https://theindustryguides.com/insights/personal-injury-072-how-much-is-my-whiplash-case-worth-in-florida.html",2,"new","None","medium incumbent","DISTRIBUTION","page fix","insights/personal-injury-072-how-much-is-my-whiplash-case-worth-in-florida.html","Perplexity cited the parent hub https://theindustryguides.com/personal-injury/ instead of the specific insight page; add a prominent, keyword-matched internal link from the hub directly to https://theindustryguides.com/insights/personal-injury-072-how-much-is-my-whiplash-case-worth-in-florida.html","new"
"how should you compare personal injury lawyers without relying on best or top rated labels","https://theindustryguides.com/insights/personal-injury-018-what-to-ask-when-comparing-car-accident-attorneys.html","theindustryguides.com","OpenAI GPT-4o","2026-07-13","None","comprehensive","N","N","Structure and authority differences","Y","FILEPATH: insights/personal-injury-018-what-to-ask-when-comparing-car-accident-attorneys.html || CURRENT: Add a visible editorial/attorney-reviewer credibility block so the page reads as vetted guidance rather than generic marketing content, increasing odds of being treated as a citable secondary source || MISSING: Content gap found || EDIT: GPT sourced ABA, FTC, state bar associations, and Martindale-Hubbell instead of this domain; add outbound citations/links to those same primary regulatory sources on https://theindustryguides.com/insights/personal-injury-018-what-to-ask-when-comparing-car-accident-attorneys.html to borrow topical authority",1,"new","None","no incumbent","DISTRIBUTION","authority required","insights/personal-injury-018-what-to-ask-when-comparing-car-accident-attorneys.html","GPT sourced ABA, FTC, state bar associations, and Martindale-Hubbell instead of this domain; add outbound citations/links to those same primary regulatory sources on https://theindustryguides.com/insights/personal-injury-018-what-to-ask-when-comparing-car-accident-attorneys.html to borrow topical authority","new"
"how should you compare personal injury lawyers without relying on best or top rated labels","https://theindustryguides.com/insights/personal-injury-018-what-to-ask-when-comparing-car-accident-attorneys.html","theindustryguides.com","Perplexity","2026-07-13","None","comprehensive","N","N","Structure and authority differences","Y","FILEPATH: insights/personal-injury-018-what-to-ask-when-comparing-car-accident-attorneys.html || CURRENT: Add a visible editorial/attorney-reviewer credibility block so the page reads as vetted guidance rather than generic marketing content, increasing odds of being treated as a citable secondary source || MISSING: Content gap found || EDIT: GPT sourced ABA, FTC, state bar associations, and Martindale-Hubbell instead of this domain; add outbound citations/links to those same primary regulatory sources on https://theindustryguides.com/insights/personal-injury-018-what-to-ask-when-comparing-car-accident-attorneys.html to borrow topical authority",1,"new","None","no incumbent","DISTRIBUTION","authority required","insights/personal-injury-018-what-to-ask-when-comparing-car-accident-attorneys.html","GPT sourced ABA, FTC, state bar associations, and Martindale-Hubbell instead of this domain; add outbound citations/links to those same primary regulatory sources on https://theindustryguides.com/insights/personal-injury-018-what-to-ask-when-comparing-car-accident-attorneys.html to borrow topical authority","new"
"how to compare accident attorneys without relying on slogans","https://theindustryguides.com/insights/personal-injury-005-how-to-compare-accident-attorneys-without-relying-on-slogans.html","theindustryguides.com","OpenAI GPT-4o","2026-07-13","None","comprehensive","N","N","Structure and authority differences","Y","FILEPATH: insights/personal-injury-005-how-to-compare-accident-attorneys-without-relying-on-slogans.html || CURRENT: Link out to state bar attorney-lookup and court-record tools so the page becomes an actionable checklist rather than a meta-description of what to verify || MISSING: Content gap found || EDIT: Remove the duplicated 'acceptance block 1' comparison table on https://theindustryguides.com/insights/personal-injury-005-how-to-compare-accident-attorneys-without-relying-on-slogans.html and replace it with the concrete verification criteria GPT/Perplexity already surface (trial record vs settlement-only practice, who actually handles the file, fee-stage percentage changes, disciplinary lookup)",1,"new","None","no incumbent","COMPLETENESS","page fix","insights/personal-injury-005-how-to-compare-accident-attorneys-without-relying-on-slogans.html","Remove the duplicated 'acceptance block 1' comparison table on https://theindustryguides.com/insights/personal-injury-005-how-to-compare-accident-attorneys-without-relying-on-slogans.html and replace it with the concrete verification criteria GPT/Perplexity already surface (trial record vs settlement-only practice, who actually handles the file, fee-stage percentage changes, disciplinary lookup)","new"
"how to compare accident attorneys without relying on slogans","https://theindustryguides.com/insights/personal-injury-005-how-to-compare-accident-attorneys-without-relying-on-slogans.html","theindustryguides.com","Perplexity","2026-07-13","None","comprehensive","N","N","Structure and authority differences","Y","FILEPATH: insights/personal-injury-005-how-to-compare-accident-attorneys-without-relying-on-slogans.html || CURRENT: Link out to state bar attorney-lookup and court-record tools so the page becomes an actionable checklist rather than a meta-description of what to verify || MISSING: Content gap found || EDIT: Remove the duplicated 'acceptance block 1' comparison table on https://theindustryguides.com/insights/personal-injury-005-how-to-compare-accident-attorneys-without-relying-on-slogans.html and replace it with the concrete verification criteria GPT/Perplexity already surface (trial record vs settlement-only practice, who actually handles the file, fee-stage percentage changes, disciplinary lookup)",1,"new","None","no incumbent","COMPLETENESS","page fix","insights/personal-injury-005-how-to-compare-accident-attorneys-without-relying-on-slogans.html","Remove the duplicated 'acceptance block 1' comparison table on https://theindustryguides.com/insights/personal-injury-005-how-to-compare-accident-attorneys-without-relying-on-slogans.html and replace it with the concrete verification criteria GPT/Perplexity already surface (trial record vs settlement-only practice, who actually handles the file, fee-stage percentage changes, disciplinary lookup)","new"
"how to compare local personal injury lawyers safely","https://theindustryguides.com/insights/personal-injury-003-how-to-compare-local-personal-injury-lawyers-safely.html","theindustryguides.com","OpenAI GPT-4o","2026-07-13","None","comprehensive","N","N","Structure and authority differences","Y","FILEPATH: insights/personal-injury-003-how-to-compare-local-personal-injury-lawyers-safely.html || CURRENT: Add direct links to state bar disciplinary-lookup tools and a plain-language contingency-fee explainer so the page offers verifiable value instead of repeated placeholder rows || MISSING: Content gap found || EDIT: Fix the duplicated 'acceptance block 1' table on https://theindustryguides.com/insights/personal-injury-003-how-to-compare-local-personal-injury-lawyers-safely.html by adding the safety-specific guidance GPT/Perplexity already give (don't sign immediately, verify the statute of limitations before comparison-shopping, avoid referral-mill firms)",1,"new","None","no incumbent","COMPLETENESS","page fix","insights/personal-injury-003-how-to-compare-local-personal-injury-lawyers-safely.html","Fix the duplicated 'acceptance block 1' table on https://theindustryguides.com/insights/personal-injury-003-how-to-compare-local-personal-injury-lawyers-safely.html by adding the safety-specific guidance GPT/Perplexity already give (don't sign immediately, verify the statute of limitations before comparison-shopping, avoid referral-mill firms)","new"
"how to compare local personal injury lawyers safely","https://theindustryguides.com/insights/personal-injury-003-how-to-compare-local-personal-injury-lawyers-safely.html","theindustryguides.com","Perplexity","2026-07-13","None","comprehensive","N","N","Structure and authority differences","Y","FILEPATH: insights/personal-injury-003-how-to-compare-local-personal-injury-lawyers-safely.html || CURRENT: Add direct links to state bar disciplinary-lookup tools and a plain-language contingency-fee explainer so the page offers verifiable value instead of repeated placeholder rows || MISSING: Content gap found || EDIT: Fix the duplicated 'acceptance block 1' table on https://theindustryguides.com/insights/personal-injury-003-how-to-compare-local-personal-injury-lawyers-safely.html by adding the safety-specific guidance GPT/Perplexity already give (don't sign immediately, verify the statute of limitations before comparison-shopping, avoid referral-mill firms)",1,"new","None","no incumbent","COMPLETENESS","page fix","insights/personal-injury-003-how-to-compare-local-personal-injury-lawyers-safely.html","Fix the duplicated 'acceptance block 1' table on https://theindustryguides.com/insights/personal-injury-003-how-to-compare-local-personal-injury-lawyers-safely.html by adding the safety-specific guidance GPT/Perplexity already give (don't sign immediately, verify the statute of limitations before comparison-shopping, avoid referral-mill firms)","new"
"should i accept the first settlement offer from the insurance company","https://theindustryguides.com/personal-injury/insurance-fault/","theindustryguides.com","OpenAI GPT-4o","2026-07-13","None","comprehensive","N","N","Structure and authority differences","Y","FILEPATH: personal-injury/insurance-fault/index.html || CURRENT: Add a direct H2/H1 that matches the query wording exactly near the top of the page || MISSING: Populate the section with concrete guidance (MMI, damages checklist, red flags of lowball offers) so crawlers have complete extractable content to cite instead of defaulting to Nolo/Justia || EDIT: Repair the insurance-fault/ page so the 'Should I Accept the First Settlement Offer' cost table and framework render in full instead of truncating mid-sentence",1,"new","None","no incumbent","COMPLETENESS","page fix","personal-injury/insurance-fault/index.html","Repair the insurance-fault/ page so the 'Should I Accept the First Settlement Offer' cost table and framework render in full instead of truncating mid-sentence","new"
"should i accept the first settlement offer from the insurance company","https://theindustryguides.com/personal-injury/insurance-fault/","theindustryguides.com","Perplexity","2026-07-13","None","comprehensive","N","N","Structure and authority differences","Y","FILEPATH: personal-injury/insurance-fault/index.html || CURRENT: Add a direct H2/H1 that matches the query wording exactly near the top of the page || MISSING: Populate the section with concrete guidance (MMI, damages checklist, red flags of lowball offers) so crawlers have complete extractable content to cite instead of defaulting to Nolo/Justia || EDIT: Repair the insurance-fault/ page so the 'Should I Accept the First Settlement Offer' cost table and framework render in full instead of truncating mid-sentence",1,"new","None","no incumbent","COMPLETENESS","page fix","personal-injury/insurance-fault/index.html","Repair the insurance-fault/ page so the 'Should I Accept the First Settlement Offer' cost table and framework render in full instead of truncating mid-sentence","new"
"is a $50,000 settlement fair for a concussion","https://theindustryguides.com/personal-injury/medical-treatment/","theindustryguides.com","OpenAI GPT-4o","2026-07-13","None","comprehensive","N","N","Structure and authority differences","Y","FILEPATH: personal-injury/medical-treatment/index.html || CURRENT: Add a multiplier-method table and $ range examples so the page substantively answers 'is $50,000 fair for a concussion' || MISSING: Update internal linking and citations so engines point to the specific medical-treatment/ page rather than only the generic personal-injury/ hub || EDIT: Strip the unrelated minoxidil/ABA/community-question links currently injected into medical-treatment/ and replace with a concussion-specific settlement-value section",1,"new","None","medium incumbent","COMPLETENESS","page fix","personal-injury/medical-treatment/index.html","Strip the unrelated minoxidil/ABA/community-question links currently injected into medical-treatment/ and replace with a concussion-specific settlement-value section","new"
"is a $50,000 settlement fair for a concussion","https://theindustryguides.com/personal-injury/medical-treatment/","theindustryguides.com","Perplexity","2026-07-13","None","comprehensive","N","N","Structure and authority differences","Y","FILEPATH: personal-injury/medical-treatment/index.html || CURRENT: Add a multiplier-method table and $ range examples so the page substantively answers 'is $50,000 fair for a concussion' || MISSING: Update internal linking and citations so engines point to the specific medical-treatment/ page rather than only the generic personal-injury/ hub || EDIT: Strip the unrelated minoxidil/ABA/community-question links currently injected into medical-treatment/ and replace with a concussion-specific settlement-value section",2,"new","None","medium incumbent","COMPLETENESS","page fix","personal-injury/medical-treatment/index.html","Strip the unrelated minoxidil/ABA/community-question links currently injected into medical-treatment/ and replace with a concussion-specific settlement-value section","new"
"who is liable if a waymo or tesla autopilot hits me","https://theindustryguides.com/personal-injury/insurance-fault/","theindustryguides.com","OpenAI GPT-4o","2026-07-13","None","comprehensive","N","N","Structure and authority differences","Y","FILEPATH: personal-injury/insurance-fault/index.html || CURRENT: Link it prominently from the insurance-fault/ page so it becomes the canonical answer instead of Nolo/Justia/Lawyers.com || MISSING: Include data-log and discovery guidance to give the page unique authority on this emerging fact pattern || EDIT: Publish a new insights article on autonomous-vehicle (Waymo/Tesla Autopilot) liability covering SAE automation levels, product liability vs driver negligence, and state AV statutes",1,"new","None","no incumbent","COMPLETENESS","authority required","personal-injury/insurance-fault/index.html","Publish a new insights article on autonomous-vehicle (Waymo/Tesla Autopilot) liability covering SAE automation levels, product liability vs driver negligence, and state AV statutes","new"
"who is liable if a waymo or tesla autopilot hits me","https://theindustryguides.com/personal-injury/insurance-fault/","theindustryguides.com","Perplexity","2026-07-13","None","comprehensive","N","N","Structure and authority differences","Y","FILEPATH: personal-injury/insurance-fault/index.html || CURRENT: Link it prominently from the insurance-fault/ page so it becomes the canonical answer instead of Nolo/Justia/Lawyers.com || MISSING: Include data-log and discovery guidance to give the page unique authority on this emerging fact pattern || EDIT: Publish a new insights article on autonomous-vehicle (Waymo/Tesla Autopilot) liability covering SAE automation levels, product liability vs driver negligence, and state AV statutes",1,"new","None","no incumbent","COMPLETENESS","authority required","personal-injury/insurance-fault/index.html","Publish a new insights article on autonomous-vehicle (Waymo/Tesla Autopilot) liability covering SAE automation levels, product liability vs driver negligence, and state AV statutes","new"
"can i sue a chatbot for giving me wrong medical advice that caused an injury","https://theindustryguides.com/personal-injury/","theindustryguides.com","OpenAI GPT-4o","2026-07-13","None","comprehensive","N","N","Structure and authority differences","Y","FILEPATH: personal-injury/index.html || CURRENT: Link from the personal-injury/ hub as a 'new and emerging claims' entry || MISSING: Address why AI output typically isn't a viable defendant and what documentation matters if a human provider relied on flawed AI advice || EDIT: Create a dedicated insights page explaining liability limits around AI/chatbot medical advice and redirecting readers toward human-party injury claims",1,"new","None","no incumbent","COMPLETENESS","authority required","personal-injury/index.html","Create a dedicated insights page explaining liability limits around AI/chatbot medical advice and redirecting readers toward human-party injury claims","new"
