Query,Intended Winner Page,Surface,Model,Date,Cited Sources,Answer Shape,Reused My Phrasing (Y/N),Used My Logic (Y/N),Gap Found,Patch Needed (Y/N),Fix Recommendation,Progress Level (1-4),Week-over-Week Change,Competitor Authority Signals,Gap Type,Primary Fix Type,Action Tier,Repo File Path,Edit Instruction,Week Over Week
"does health insurance cover the immigration medical exam","https://theindustryguides.com/insights/uscis-medical-009-how-much-does-the-exam-cost.html","theindustryguides.com","Perplexity","2026-07-17","extraordinaryvisa.com, uscis.gov/green-card, ircc.canada.ca, greencardmedicalny.com, uscis.gov i-693 instructions PDF, windermeremedical.com, uscis.gov policy manual, umc.edu, 3p4care.us, visawolf.com, uscis.gov find-a-civil-surgeon, johnabroonmd.com","single-sentence summary with inline citations","N","N","A quotable 1-2 sentence statement: most insurance doesn't fully cover the exam, some preventive vaccines may be covered, applicant pays doctor/lab/X-ray fees out of pocket.","Y","FILEPATH: insights/uscis-medical-009-how-much-does-the-exam-cost.html || CURRENT: Page's 'Does health insurance cover' table section has only vague placeholder verification prompts, no concrete insurance answer, so Perplexity pulled from external clinic sites instead. || MISSING: A quotable 1-2 sentence statement: most insurance doesn't fully cover the exam, some preventive vaccines may be covered, applicant pays doctor/lab/X-ray fees out of pocket. || EDIT: Add a bolded 'Quick Answer' sentence immediately under the 'Does health insurance cover the immigration medical exam' H2 stating this directly, matching the specificity of the LLM's cited answer.","2","L3→L2 ↓ vs. 2026-07-10 (7d ago)","extraordinaryvisa.com, uscis.gov/green-card, ircc.canada.ca, greencardmedicalny.com, uscis.gov i-693 instructions PDF, windermeremedical.com, uscis.gov policy manual, umc.edu, 3p4care.us, visawolf.com, uscis.gov find-a-civil-surgeon, johnabroonmd.com","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-009-how-much-does-the-exam-cost.html","Add a bolded 'Quick Answer' sentence immediately under the 'Does health insurance cover the immigration medical exam' H2 stating this directly, matching the specificity of the LLM's cited answer.","L3→L2 ↓ vs. 2026-07-10 (7d ago)"
"does health insurance cover the immigration medical exam","https://theindustryguides.com/insights/uscis-medical-009-how-much-does-the-exam-cost.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-17","[]","truncated off-topic paragraph","N","N","A clearly labeled, self-contained 'Does Insurance Cover the Exam' section that stands apart from unrelated civil-surgeon eligibility topics.","Y","FILEPATH: insights/uscis-medical-009-how-much-does-the-exam-cost.html || CURRENT: Page content around insurance coverage is buried in vague comparison-table rows, causing Gemini to answer an unrelated 'can I use my family doctor' question instead. || MISSING: A clearly labeled, self-contained 'Does Insurance Cover the Exam' section that stands apart from unrelated civil-surgeon eligibility topics. || EDIT: Add a distinct H2 titled 'Does Health Insurance Cover the Immigration Medical Exam?' with a direct 2-3 sentence answer, placed before any civil-surgeon eligibility content so models don't conflate the two topics.","1","new","[]","CLARITY","CLARITY","page fix","insights/uscis-medical-009-how-much-does-the-exam-cost.html","Add a distinct H2 titled 'Does Health Insurance Cover the Immigration Medical Exam?' with a direct 2-3 sentence answer, placed before any civil-surgeon eligibility content so models don't conflate the two topics.","new"
"does the i-693 medical exam still expire after two years","https://theindustryguides.com/insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html","theindustryguides.com","OpenAI GPT-4o","2026-07-17","none","long-form numbered explanatory list","N","Y","The page never states the actual current validity period (4 years since Nov 2023), so the LLM defaulted to an outdated 2-year figure.","Y","FILEPATH: insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html || CURRENT: Page has templated headings, a decision-tree table, and placeholder 'acceptance block' bullets but no substantive validity answer. || MISSING: The page never states the actual current validity period (4 years since Nov 2023), so the LLM defaulted to an outdated 2-year figure. || EDIT: Replace the placeholder bullets under 'Does the i-693 medical exam still expire after two years — acceptance block 1' with a direct statement: 'No — USCIS extended I-693 validity to 4 years from the civil surgeon's signature date as of November 2023, unless a condition like TB requires earlier follow-up,' cited to the USCIS Policy Manual.","2","L1→L2 ↑ vs. 2026-07-10 (7d ago)","none","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html","Replace the placeholder bullets under 'Does the i-693 medical exam still expire after two years — acceptance block 1' with a direct statement: 'No — USCIS extended I-693 validity to 4 years from the civil surgeon's signature date as of November 2023, unless a condition like TB requires earlier follow-up,' cited to the USCIS Policy Manual.","L1→L2 ↑ vs. 2026-07-10 (7d ago)"
"does the i-693 medical exam still expire after two years","https://theindustryguides.com/insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html","theindustryguides.com","Perplexity","2026-07-17","[""https://www.uscis.gov/tools/find-a-civil-surgeon"" (ref 12), plus 11 other unused sources]","short direct answer with single citation","N","Y","No mention of the 4-year validity, the Nov 2023 policy update, or the TB-related exception that the LLM correctly surfaced.","Y","FILEPATH: insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html || CURRENT: Page only contains a templated placeholder for this question with no real answer. || MISSING: No mention of the 4-year validity, the Nov 2023 policy update, or the TB-related exception that the LLM correctly surfaced. || EDIT: In the acceptance block 1 section, insert: 'No — since November 2023, USCIS extended I-693 validity to 4 years from the civil surgeon's signature, unless conditions such as TB require earlier follow-up,' with a link/citation to USCIS.gov policy guidance.","3","L4→L3 ↓ vs. 2026-07-10 (7d ago)","[""https://www.uscis.gov/tools/find-a-civil-surgeon"" (ref 12), plus 11 other unused sources]","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html","In the acceptance block 1 section, insert: 'No — since November 2023, USCIS extended I-693 validity to 4 years from the civil surgeon's signature, unless conditions such as TB require earlier follow-up,' with a link/citation to USCIS.gov policy guidance.","L4→L3 ↓ vs. 2026-07-10 (7d ago)"
"does the i-693 medical exam still expire after two years","https://theindustryguides.com/insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-17","none","truncated off-topic response","N","N","Complete absence of relevant validity content likely caused the model to hallucinate/drift to an unrelated topic about using a family doctor rather than answering the expiration question.","Y","FILEPATH: insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html || CURRENT: Page has no substantive answer about validity duration, only placeholder acceptance blocks. || MISSING: Complete absence of relevant validity content likely caused the model to hallucinate/drift to an unrelated topic about using a family doctor rather than answering the expiration question. || EDIT: Populate acceptance block 1 with a direct, complete answer on I-693's 4-year validity (post Nov 2023 policy) so retrieval-based models have accurate content to anchor to.","1","new","none","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html","Populate acceptance block 1 with a direct, complete answer on I-693's 4-year validity (post Nov 2023 policy) so retrieval-based models have accurate content to anchor to.","new"
"how long is the I-693 medical exam valid for green card application","https://theindustryguides.com/insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html","theindustryguides.com","OpenAI GPT-4o","2026-07-17","none","long-form structured answer with headers and references section","N","Y","The page does not correct the outdated 2-year validity claim; it should state the current 4-year rule and note the 60-day filing window still applies.","Y","FILEPATH: insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html || CURRENT: Page has a templated acceptance block 2 section for this exact query with no factual content. || MISSING: The page does not correct the outdated 2-year validity claim; it should state the current 4-year rule and note the 60-day filing window still applies. || EDIT: In 'How long is the I-693 medical exam valid for green card application — acceptance block 2', add: 'As of November 2023, the I-693 is valid for 4 years from the civil surgeon's signature date (previously 2 years), provided it's filed within 60 days of signing.'","2","L1→L2 ↑ vs. 2026-07-10 (7d ago)","none","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html","In 'How long is the I-693 medical exam valid for green card application — acceptance block 2', add: 'As of November 2023, the I-693 is valid for 4 years from the civil surgeon's signature date (previously 2 years), provided it's filed within 60 days of signing.'","L1→L2 ↑ vs. 2026-07-10 (7d ago)"
"how long is the I-693 medical exam valid for green card application","https://theindustryguides.com/insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html","theindustryguides.com","Perplexity","2026-07-17","[""https://www.uscis.gov/tools/find-a-civil-surgeon"" (ref 12), plus 11 other unused sources]","short direct answer with single citation","N","Y","No factual statement of the 4-year validity period or the condition-based exceptions that shorten it, which the LLM correctly identified.","Y","FILEPATH: insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html || CURRENT: Page only has a placeholder acceptance block 2 section for this exact query with no real content. || MISSING: No factual statement of the 4-year validity period or the condition-based exceptions that shorten it, which the LLM correctly identified. || EDIT: In acceptance block 2, insert: 'The I-693 is valid for 4 years for green card applications filed in the U.S., unless a medical condition (e.g., TB) shortens that period,' with a citation to USCIS guidance.","3","L4→L3 ↓ vs. 2026-07-10 (7d ago)","[""https://www.uscis.gov/tools/find-a-civil-surgeon"" (ref 12), plus 11 other unused sources]","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html","In acceptance block 2, insert: 'The I-693 is valid for 4 years for green card applications filed in the U.S., unless a medical condition (e.g., TB) shortens that period,' with a citation to USCIS guidance.","L4→L3 ↓ vs. 2026-07-10 (7d ago)"
"how long is the I-693 medical exam valid for green card application","https://theindustryguides.com/insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-17","none","truncated off-topic response","N","N","Absence of relevant, complete validity content likely caused the model to drift entirely off-topic into an unrelated question about using a family doctor.","Y","FILEPATH: insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html || CURRENT: Page has no substantive validity answer, only placeholder acceptance block 2 text. || MISSING: Absence of relevant, complete validity content likely caused the model to drift entirely off-topic into an unrelated question about using a family doctor. || EDIT: Add a direct 4-year validity statement (post Nov 2023 policy) to acceptance block 2 so models retrieve accurate, on-topic content instead of hallucinating unrelated answers.","1","new","none","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html","Add a direct 4-year validity statement (post Nov 2023 policy) to acceptance block 2 so models retrieve accurate, on-topic content instead of hallucinating unrelated answers.","new"
"how much does the i-693 medical exam cost in 2026","https://theindustryguides.com/insights/uscis-medical-009-how-much-does-the-exam-cost.html","theindustryguides.com","OpenAI GPT-4o","2026-07-17","none","numbered list (5 factors) with intro and closing advice paragraph","N","Y","A concrete, confirmed cost range ($200–$500), breakdown by civil surgeon fee/location/vaccine add-ons, and insurance coverage guidance that the LLM response provides but the page does not.","Y","FILEPATH: insights/uscis-medical-009-how-much-does-the-exam-cost.html || CURRENT: Page renders broken/duplicated placeholder table rows (e.g. repeated 'Comparison method' rows about lawyers) with no actual dollar figures for the I-693 exam. || MISSING: A concrete, confirmed cost range ($200–$500), breakdown by civil surgeon fee/location/vaccine add-ons, and insurance coverage guidance that the LLM response provides but the page does not. || EDIT: Replace the garbled comparison table with a real cost table (columns: Cost Factor, Typical Range, Notes) stating the $200-$500 range up top, then rows for civil surgeon fees, geographic variation, vaccine/TB add-ons, and insurance coverage; remove duplicate/irrelevant lawyer-comparison rows.","2","L2→L2 = vs. 2026-07-10 (7d ago)","none","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-009-how-much-does-the-exam-cost.html","Replace the garbled comparison table with a real cost table (columns: Cost Factor, Typical Range, Notes) stating the $200-$500 range up top, then rows for civil surgeon fees, geographic variation, vaccine/TB add-ons, and insurance coverage; remove duplicate/irrelevant lawyer-comparison rows.","L2→L2 = vs. 2026-07-10 (7d ago)"
"how much does the i-693 medical exam cost in 2026","https://theindustryguides.com/insights/uscis-medical-009-how-much-does-the-exam-cost.html","theindustryguides.com","Perplexity","2026-07-17","12 external URLs (uscis.gov find-a-civil-surgeon, uscis.gov i-693 instructions, extraordinaryvisa.com, greencardmedicalny.com, windermeremedical.com, etc.) — no internal site URLs cited","single-sentence direct answer with two inline citations","N","N","The confident $200-$500 figure and civil-surgeon/vaccine cost drivers that Perplexity surfaced from external sources instead of this page.","Y","FILEPATH: insights/uscis-medical-009-how-much-does-the-exam-cost.html || CURRENT: Page's direct-answer block is vague ('compare options by checking concrete factors') and never states an actual number; supporting table is broken/duplicated. || MISSING: The confident $200-$500 figure and civil-surgeon/vaccine cost drivers that Perplexity surfaced from external sources instead of this page. || EDIT: Add a bolded lead sentence '$200 to $500 is the typical I-693 exam cost in 2026, varying by civil surgeon, location, and vaccines/X-rays needed' directly beneath the H1, then fix the comparison table to match.","2","L3→L2 ↓ vs. 2026-07-10 (7d ago)","12 external URLs (uscis.gov find-a-civil-surgeon, uscis.gov i-693 instructions, extraordinaryvisa.com, greencardmedicalny.com, windermeremedical.com, etc.) — no internal site URLs cited","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-009-how-much-does-the-exam-cost.html","Add a bolded lead sentence '$200 to $500 is the typical I-693 exam cost in 2026, varying by civil surgeon, location, and vaccines/X-rays needed' directly beneath the H1, then fix the comparison table to match.","L3→L2 ↓ vs. 2026-07-10 (7d ago)"
"how much does the i-693 medical exam cost in 2026","https://theindustryguides.com/insights/uscis-medical-009-how-much-does-the-exam-cost.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-17","none","off-topic paragraph fragment (answers a different question)","N","N","A clearly isolated, unambiguous cost-focused section; the ambiguity likely caused Gemini to answer an entirely different question ('can I go to my regular family doctor') instead of cost.","Y","FILEPATH: insights/uscis-medical-009-how-much-does-the-exam-cost.html || CURRENT: Page content is a broken template with duplicated/garbled rows and no clear, isolated answer block for cost. || MISSING: A clearly isolated, unambiguous cost-focused section; the ambiguity likely caused Gemini to answer an entirely different question ('can I go to my regular family doctor') instead of cost. || EDIT: Add a distinct, clearly labeled 'Cost Answer' section at the very top of the page with the $200-$500 figure and cost drivers, separated visually from any doctor-eligibility content so the topic is unmistakable.","1","new","none","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-009-how-much-does-the-exam-cost.html","Add a distinct, clearly labeled 'Cost Answer' section at the very top of the page with the $200-$500 figure and cost drivers, separated visually from any doctor-eligibility content so the topic is unmistakable.","new"
