Query,Intended Winner Page,Surface,Model,Date,Cited Sources,Answer Shape,Reused My Phrasing (Y/N),Used My Logic (Y/N),Gap Found,Patch Needed (Y/N),Fix Recommendation,Progress Level (1-4),Week-over-Week Change,Competitor Authority Signals,Gap Type,Primary Fix Type,Action Tier,Repo File Path,Edit Instruction,Week Over Week
"how is fault determined in a personal injury case","https://theindustryguides.com/personal-injury/","theindustryguides.com","Perplexity","2026-08-24","External competitor sources were cited in the model response but are not reproduced because their URLs are outside the permitted list.","direct_answer","N","N","Scores — Structure: 2/5; Priority Order: 3/5; Practicality: 2/5; Canonical Handoff Potential: 2/5. The page lacks a direct, jurisdiction-aware explanation of negligence elements, evidence evaluation, and shared-fault consequences, while the cited response addresses fault as its primary topic.","Y","FILEPATH: personal-injury/index.html || CURRENT: The “Personal Injury Claim Lifecycle & Lawyer Comparison Guide” direct answer mentions evidence steps and insurance pressure, but no H2 directly explains how fault is established. || MISSING: A jurisdiction-neutral negligence framework, evidence checklist, and comparative-fault explanation for users asking how fault is determined. || EDIT: Immediately after the “Direct answer” paragraph and before “Related decision paths people also use,” add an H2 titled “How Fault Is Determined in a Personal Injury Case” with a short four-part list covering duty, breach, causation, and damages; then add bullets for reports, photographs/video, witnesses, medical records, physical evidence, and relevant rules, followed by a paragraph explaining that shared-fault rules and recovery effects vary by state.","1","L1 (unchanged vs. 2026-08-17)","A broad set of personal-injury law-firm sources plus Justia gave the response both topical coverage and a recognizable legal-information authority signal.","strong incumbent","authority","authority required","personal-injury/index.html","FILEPATH: personal-injury/index.html || CURRENT: The “Personal Injury Claim Lifecycle & Lawyer Comparison Guide” direct answer mentions evidence steps and insurance pressure, but no H2 directly explains how fault is established. || MISSING: A jurisdiction-neutral negligence framework, evidence checklist, and comparative-fault explanation for users asking how fault is determined. || EDIT: Immediately after the “Direct answer” paragraph and before “Related decision paths people also use,” add an H2 titled “How Fault Is Determined in a Personal Injury Case” with a short four-part list covering duty, breach, causation, and damages; then add bullets for reports, photographs/video, witnesses, medical records, physical evidence, and relevant rules, followed by a paragraph explaining that shared-fault rules and recovery effects vary by state.","L1 (unchanged vs. 2026-08-17)"
"how is fault determined in a personal injury case","https://theindustryguides.com/personal-injury/","theindustryguides.com","Gemini 1.5 Flash","2026-08-24","none","direct_answer","N","N","Scores — Structure: 5/5; Priority Order: 5/5; Practicality: 4/5; Canonical Handoff Potential: 2/5. The model supplies a clear negligence-and-evidence framework that the page only signals indirectly through its broad references to evidence and comparative fault.","Y","FILEPATH: personal-injury/index.html || CURRENT: The guide introduction promises evidence steps and includes an adjacent comparative-fault decision path, but it does not provide a direct fault-determination answer under its own H2. || MISSING: A concise explanation of duty, breach, causation, damages, evidence, and the possibility of shared fault. || EDIT: Immediately after the “Direct answer” paragraph and before “Related decision paths people also use,” insert an H2 titled “How Fault Is Determined in a Personal Injury Case” and add a six-point answer: duty of care, breach, causation, damages, evidence to preserve, insurer/court review, and a state-law caveat for comparative or contributory fault.","1","L1 (unchanged vs. 2026-08-17)","none","no incumbent","completeness","free win","personal-injury/index.html","FILEPATH: personal-injury/index.html || CURRENT: The guide introduction promises evidence steps and includes an adjacent comparative-fault decision path, but it does not provide a direct fault-determination answer under its own H2. || MISSING: A concise explanation of duty, breach, causation, damages, evidence, and the possibility of shared fault. || EDIT: Immediately after the “Direct answer” paragraph and before “Related decision paths people also use,” insert an H2 titled “How Fault Is Determined in a Personal Injury Case” and add a six-point answer: duty of care, breach, causation, damages, evidence to preserve, insurer/court review, and a state-law caveat for comparative or contributory fault.","L1 (unchanged vs. 2026-08-17)"
"how to choose a lawyer if you missed work due to an injury","https://theindustryguides.com/personal-injury/","theindustryguides.com","OpenAI GPT-4o","2026-08-24","none","direct_answer","Y","Y","Scores — Structure: 4/5; Priority Order: 4/5; Practicality: 4/5; Canonical Handoff Potential: 4/5. The page already reuses the missed-work lawyer-comparison intent, but it needs the model’s actionable screening steps and wage-loss-specific selection criteria.","Y","FILEPATH: personal-injury/index.html || CURRENT: The H2 “Missed Work After an Injury: Which Lawyer Experience Matters?” contains the exact decision intent but its table gives only a generic instruction to seek specific written answers. || MISSING: A practical lawyer-selection checklist that distinguishes workers’ compensation, third-party personal-injury, and wage-loss experience. || EDIT: Directly after the table under “Missed Work After an Injury: Which Lawyer Experience Matters?,” add an H3 titled “Questions to Ask Before You Hire” with bullets asking whether the lawyer handles the applicable claim type, documents lost wages and reduced earning capacity, coordinates benefits or liens where applicable, identifies filing deadlines, explains fees and costs in writing, and states who will communicate with the client.","3","L1→L3 ↑ vs. 2026-08-17 (7d ago)","none","no incumbent","completeness","free win","personal-injury/index.html","FILEPATH: personal-injury/index.html || CURRENT: The H2 “Missed Work After an Injury: Which Lawyer Experience Matters?” contains the exact decision intent but its table gives only a generic instruction to seek specific written answers. || MISSING: A practical lawyer-selection checklist that distinguishes workers’ compensation, third-party personal-injury, and wage-loss experience. || EDIT: Directly after the table under “Missed Work After an Injury: Which Lawyer Experience Matters?,” add an H3 titled “Questions to Ask Before You Hire” with bullets asking whether the lawyer handles the applicable claim type, documents lost wages and reduced earning capacity, coordinates benefits or liens where applicable, identifies filing deadlines, explains fees and costs in writing, and states who will communicate with the client.","L1→L3 ↑ vs. 2026-08-17 (7d ago)"
"how to choose a lawyer if you missed work due to an injury","https://theindustryguides.com/personal-injury/","theindustryguides.com","Perplexity","2026-08-24","External competitor sources were cited in the model response but are not reproduced because their URLs are outside the permitted list.","direct_answer","N","Y","Scores — Structure: 3/5; Priority Order: 3/5; Practicality: 3/5; Canonical Handoff Potential: 3/5. The current page captures the query phrase but does not match the competitors’ concrete comparison advice on referrals, transparent fees, rapport, and evaluating relevant experience.","Y","FILEPATH: personal-injury/index.html || CURRENT: The H2 “Missed Work After an Injury: Which Lawyer Experience Matters?” asks users to seek specific written answers, while the guide introduction references lawyer fit and contingency fees. || MISSING: A source-backed comparison framework for choosing counsel when wage loss is involved, including specialization, fee/cost terms, communication, and documentation capacity. || EDIT: Immediately after the table under “Missed Work After an Injury: Which Lawyer Experience Matters?,” add an H3 titled “Compare Lawyers on the Issues That Affect Missed-Wage Claims” with a four-column checklist for claim type handled, proof of missed wages and earning capacity, written contingency-fee and case-cost terms, and communication/case-management responsibility; end with a note to verify state-specific deadlines and benefit interactions.","3","L1→L3 ↑ vs. 2026-08-17 (7d ago)","The response draws on multiple specialized injury-law sources and a recognized legal-editorial publisher, creating breadth and trust signals for lawyer-selection advice.","strong incumbent","authority","authority required","personal-injury/index.html","FILEPATH: personal-injury/index.html || CURRENT: The H2 “Missed Work After an Injury: Which Lawyer Experience Matters?” asks users to seek specific written answers, while the guide introduction references lawyer fit and contingency fees. || MISSING: A source-backed comparison framework for choosing counsel when wage loss is involved, including specialization, fee/cost terms, communication, and documentation capacity. || EDIT: Immediately after the table under “Missed Work After an Injury: Which Lawyer Experience Matters?,” add an H3 titled “Compare Lawyers on the Issues That Affect Missed-Wage Claims” with a four-column checklist for claim type handled, proof of missed wages and earning capacity, written contingency-fee and case-cost terms, and communication/case-management responsibility; end with a note to verify state-specific deadlines and benefit interactions.","L1→L3 ↑ vs. 2026-08-17 (7d ago)"
"how to choose a lawyer if you missed work due to an injury","https://theindustryguides.com/personal-injury/","theindustryguides.com","Gemini 1.5 Flash","2026-08-24","none","direct_answer","Y","Y","Scores — Structure: 5/5; Priority Order: 5/5; Practicality: 5/5; Canonical Handoff Potential: 4/5. Although the page reuses the missed-work and specialization logic, it lacks the model’s claim-type triage and the resulting questions needed to select appropriately qualified counsel.","Y","FILEPATH: personal-injury/index.html || CURRENT: The H2 “Missed Work After an Injury: Which Lawyer Experience Matters?” and the accident-type specialization decision path address lawyer fit, but they do not separate the legal routes that can follow an injury-related work absence. || MISSING: A clear triage step for workplace injuries, non-work injuries, third-party incidents, and employment-rights concerns, with a caution that applicable rules vary by jurisdiction. || EDIT: Immediately before the table under “Missed Work After an Injury: Which Lawyer Experience Matters?,” add an H3 titled “Start by Matching the Lawyer to Your Claim” with four bullets for an on-the-job injury, an injury outside work, an on-the-job third-party injury, and a job-protection or retaliation concern; instruct readers to ask whether the firm handles the relevant claim combination and local deadlines.","3","L1→L3 ↑ vs. 2026-08-17 (7d ago)","none","no incumbent","completeness","free win","personal-injury/index.html","FILEPATH: personal-injury/index.html || CURRENT: The H2 “Missed Work After an Injury: Which Lawyer Experience Matters?” and the accident-type specialization decision path address lawyer fit, but they do not separate the legal routes that can follow an injury-related work absence. || MISSING: A clear triage step for workplace injuries, non-work injuries, third-party incidents, and employment-rights concerns, with a caution that applicable rules vary by jurisdiction. || EDIT: Immediately before the table under “Missed Work After an Injury: Which Lawyer Experience Matters?,” add an H3 titled “Start by Matching the Lawyer to Your Claim” with four bullets for an on-the-job injury, an injury outside work, an on-the-job third-party injury, and a job-protection or retaliation concern; instruct readers to ask whether the firm handles the relevant claim combination and local deadlines.","L1→L3 ↑ vs. 2026-08-17 (7d ago)"
"will my personal injury case go to trial","https://theindustryguides.com/insights/personal-injury-012-will-my-case-go-to-trial.html","theindustryguides.com","OpenAI GPT-4o","2026-08-24","none","direct_answer","N","Y","[Structure 4/5; Priority 4/5; Practicality 3/5; Canonical handoff potential 3/5.] The page has only a generic factor prompt and placeholder checklist/table content, not the model’s concrete explanation of settlement dynamics, disputed liability, evidence, insurer posture, and user choice.","Y","FILEPATH: insights/personal-injury-012-will-my-case-go-to-trial.html || CURRENT: The “Direct answer” offers only a generic instruction to compare factors, and the H2 “Settlement' with a comparison table: columns Factor / Pushes Toward Settlement / Pushes To” contains placeholder-style rows rather than a usable comparison. || MISSING: A direct, qualified answer explaining that settlement is common but trial risk turns on disputed liability, proof, damages, coverage, offer gap, and case posture. || EDIT: Immediately after “Direct answer,” add an H2 “What makes a case more or less likely to go to trial?” followed by: “No one can predict trial from one fact alone. A case is more likely to settle when fault, medical proof, available insurance, and a reasonable value range are largely agreed. Trial becomes more likely when fault or causation is disputed, damages are contested, coverage is limited, or the insurer and claimant remain far apart after discovery or mediation. Filing a lawsuit does not mean a trial will occur; many filed cases still settle.” Replace the placeholder comparison table with columns “Factor,” “More likely to settle when,” “More likely to proceed toward trial when,” and “Ask your lawyer,” using rows for liability, medical causation, damages, insurance limits, and settlement-offer gap.","3","new","none","weak incumbent","completeness","page fix","insights/personal-injury-012-will-my-case-go-to-trial.html","FILEPATH: insights/personal-injury-012-will-my-case-go-to-trial.html || CURRENT: The “Direct answer” offers only a generic instruction to compare factors, and the H2 “Settlement' with a comparison table: columns Factor / Pushes Toward Settlement / Pushes To” contains placeholder-style rows rather than a usable comparison. || MISSING: A direct, qualified answer explaining that settlement is common but trial risk turns on disputed liability, proof, damages, coverage, offer gap, and case posture. || EDIT: Immediately after “Direct answer,” add an H2 “What makes a case more or less likely to go to trial?” followed by: “No one can predict trial from one fact alone. A case is more likely to settle when fault, medical proof, available insurance, and a reasonable value range are largely agreed. Trial becomes more likely when fault or causation is disputed, damages are contested, coverage is limited, or the insurer and claimant remain far apart after discovery or mediation. Filing a lawsuit does not mean a trial will occur; many filed cases still settle.” Replace the placeholder comparison table with columns “Factor,” “More likely to settle when,” “More likely to proceed toward trial when,” and “Ask your lawyer,” using rows for liability, medical causation, damages, insurance limits, and settlement-offer gap.","new"
"will my personal injury case go to trial","https://theindustryguides.com/insights/personal-injury-012-will-my-case-go-to-trial.html","theindustryguides.com","Perplexity","2026-08-24","External citations are present in the supplied model response but are not repeated because of the URL constraint.","direct_answer","N","N","[Structure 2/5; Priority 2/5; Practicality 2/5; Canonical handoff potential 1/5.] The page lacks the competitor set’s sourced baseline on how commonly claims settle, meaningful trial triggers, and concrete process information; its current checklist is not actionable.","Y","FILEPATH: insights/personal-injury-012-will-my-case-go-to-trial.html || CURRENT: The “Direct answer” does not state whether most claims resolve without trial, while the H2 “Add a 'What to Ask Your Lawyer' checklist” still uses generic verification placeholders. || MISSING: An evidence-backed baseline answer, a concise explanation of why cases reach trial, and source-supported legal/process context that can compete with cited legal publishers. || EDIT: Immediately after “Direct answer,” add an H2 “Will most personal-injury cases settle?” with a jurisdiction-caveated, editorially sourced explanation that most claims resolve by agreement but a filed lawsuit may still settle at any stage; then add an H2 “Reasons a case may move toward trial” covering contested fault, causation, damages, insurance coverage, and an unresolved offer gap. Replace the checklist placeholders with five questions: “What fact is most disputed?”, “What proof could change the valuation?”, “What is the current offer and its assumptions?”, “What discovery or mediation remains?”, and “What are the likely costs and timing of continued litigation?” Include dated editorial source notes for factual claims.","1","new","Competitors won visibility through numerous current law-firm explanations plus a LexisNexis authority signal, offering concrete settlement-versus-trial guidance and process detail.","weak incumbent","authority","authority required","insights/personal-injury-012-will-my-case-go-to-trial.html","FILEPATH: insights/personal-injury-012-will-my-case-go-to-trial.html || CURRENT: The “Direct answer” does not state whether most claims resolve without trial, while the H2 “Add a 'What to Ask Your Lawyer' checklist” still uses generic verification placeholders. || MISSING: An evidence-backed baseline answer, a concise explanation of why cases reach trial, and source-supported legal/process context that can compete with cited legal publishers. || EDIT: Immediately after “Direct answer,” add an H2 “Will most personal-injury cases settle?” with a jurisdiction-caveated, editorially sourced explanation that most claims resolve by agreement but a filed lawsuit may still settle at any stage; then add an H2 “Reasons a case may move toward trial” covering contested fault, causation, damages, insurance coverage, and an unresolved offer gap. Replace the checklist placeholders with five questions: “What fact is most disputed?”, “What proof could change the valuation?”, “What is the current offer and its assumptions?”, “What discovery or mediation remains?”, and “What are the likely costs and timing of continued litigation?” Include dated editorial source notes for factual claims.","new"
"will my personal injury case go to trial","https://theindustryguides.com/insights/personal-injury-012-will-my-case-go-to-trial.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-24","none","direct_answer","N","Y","[Structure 5/5; Priority 5/5; Practicality 4/5; Canonical handoff potential 2/5.] The page does not yet supply the model’s readable settlement rationale or its specific trial-risk factors, despite signaling that it will help users compare trial and settlement.","Y","FILEPATH: insights/personal-injury-012-will-my-case-go-to-trial.html || CURRENT: The H2 “will my case go to trial or settle.” lists “Certainty,” “Speed,” and “Agent recommended fix” without explaining their relevance, and the following severity matrix has repeated generic text. || MISSING: A plain-English account of why parties settle and the principal factual conditions that make trial more likely, including cost, delay, uncertainty, disputed liability, and inadequate offers. || EDIT: Replace the four-step list under “will my case go to trial or settle.” with an H2 “Why cases settle—and what can push one toward trial” and add two short subsections. Under “Why settlement is common,” explain that agreement can avoid further cost, delay, uncertainty, and testimony. Under “What can push a case toward trial,” list disputed fault, uncertain medical causation, disagreement about damages, insufficient or disputed coverage, and an offer that does not reflect documented losses. End with: “Your lawyer can explain which of these issues is actually disputed in your case and what event is expected to resolve it.”","3","new","none","weak incumbent","completeness","page fix","insights/personal-injury-012-will-my-case-go-to-trial.html","FILEPATH: insights/personal-injury-012-will-my-case-go-to-trial.html || CURRENT: The H2 “will my case go to trial or settle.” lists “Certainty,” “Speed,” and “Agent recommended fix” without explaining their relevance, and the following severity matrix has repeated generic text. || MISSING: A plain-English account of why parties settle and the principal factual conditions that make trial more likely, including cost, delay, uncertainty, disputed liability, and inadequate offers. || EDIT: Replace the four-step list under “will my case go to trial or settle.” with an H2 “Why cases settle—and what can push one toward trial” and add two short subsections. Under “Why settlement is common,” explain that agreement can avoid further cost, delay, uncertainty, and testimony. Under “What can push a case toward trial,” list disputed fault, uncertain medical causation, disagreement about damages, insufficient or disputed coverage, and an offer that does not reflect documented losses. End with: “Your lawyer can explain which of these issues is actually disputed in your case and what event is expected to resolve it.”","new"
"how do case expenses affect my personal injury settlement payout","https://theindustryguides.com/insights/personal-injury-cost-fees-004-how-do-case-expenses-affect-my-settlement-payout.html","theindustryguides.com","OpenAI GPT-4o","2026-08-24","none","direct_answer","N","Y","[Structure 4/5; Priority 4/5; Practicality 4/5; Canonical handoff potential 3/5.] The page has the right gross-to-net concepts but lacks the model’s operational explanation of deductions, advanced expenses, and how they reduce the actual payment.","Y","FILEPATH: insights/personal-injury-cost-fees-004-how-do-case-expenses-affect-my-settlement-payout.html || CURRENT: The “Direct answer” identifies gross settlement, attorney fee, case costs, liens, and net payout, while the named framework says to separate them but provides no deduction order or numerical illustration. || MISSING: A transparent net-settlement calculation, clarification that fee/cost ordering depends on the retainer, examples of ordinary case expenses, and the question of responsibility if the case loses. || EDIT: Immediately after “Direct answer,” add an H2 “How expenses change your net settlement” with: “Start with the gross settlement. Then identify attorney fees, reimbursable case costs, medical bills or liens, and any other authorized deductions to estimate the net amount paid to you. The order used to calculate a contingency fee and expenses can vary by retainer agreement, so ask for the calculation in writing.” Add a labeled illustrative example using clearly hypothetical figures, followed by a bullet list of medical-record fees, filing fees, deposition costs, investigation, and expert fees. Add an H2 “Questions to ask before signing” that asks whether costs are deducted before or after the fee, whether costs are advanced, whether unused costs are returned, and what the client owes if there is no recovery.","3","new","none","medium incumbent","completeness","page fix","insights/personal-injury-cost-fees-004-how-do-case-expenses-affect-my-settlement-payout.html","FILEPATH: insights/personal-injury-cost-fees-004-how-do-case-expenses-affect-my-settlement-payout.html || CURRENT: The “Direct answer” identifies gross settlement, attorney fee, case costs, liens, and net payout, while the named framework says to separate them but provides no deduction order or numerical illustration. || MISSING: A transparent net-settlement calculation, clarification that fee/cost ordering depends on the retainer, examples of ordinary case expenses, and the question of responsibility if the case loses. || EDIT: Immediately after “Direct answer,” add an H2 “How expenses change your net settlement” with: “Start with the gross settlement. Then identify attorney fees, reimbursable case costs, medical bills or liens, and any other authorized deductions to estimate the net amount paid to you. The order used to calculate a contingency fee and expenses can vary by retainer agreement, so ask for the calculation in writing.” Add a labeled illustrative example using clearly hypothetical figures, followed by a bullet list of medical-record fees, filing fees, deposition costs, investigation, and expert fees. Add an H2 “Questions to ask before signing” that asks whether costs are deducted before or after the fee, whether costs are advanced, whether unused costs are returned, and what the client owes if there is no recovery.","new"
"how do case expenses affect my personal injury settlement payout","https://theindustryguides.com/insights/personal-injury-cost-fees-004-how-do-case-expenses-affect-my-settlement-payout.html","theindustryguides.com","Perplexity","2026-08-24","External citations are present in the supplied model response but are not repeated because of the URL constraint.","direct_answer","N","Y","[Structure 4/5; Priority 2/5; Practicality 3/5; Canonical handoff potential 2/5.] The page explains the components of net recovery but misses the competitor response’s practical post-settlement workflow, payment options, and cited context for liens, costs, and disbursement timing.","Y","FILEPATH: insights/personal-injury-cost-fees-004-how-do-case-expenses-affect-my-settlement-payout.html || CURRENT: The H2 “What this answer is based on” repeats the high-level gross settlement, fee, costs, liens, and net payout framing, but does not explain disbursement after a release is signed. || MISSING: A sourced payout workflow covering settlement receipt, trust-account handling, resolution of liens and bills, deductions, final disbursement, and a careful distinction between lump-sum and structured payments. || EDIT: After the named framework and before “Reviewed source fact,” add an H2 “What happens after a settlement is agreed?” with a numbered workflow: sign release; insurer issues payment; funds are handled through the lawyer’s client-trust process where applicable; confirmed liens, bills, fees, and approved costs are resolved; client receives a written closing statement and net disbursement. Add an H2 “Lump sum versus structured payments” stating that payout form depends on the settlement terms and should be evaluated before finalizing the agreement. Add dated, editorially verified source notes and a clear statement that timing and lien rules vary by jurisdiction and case.","3","new","Competitors combine settlement-disbursement explanations with consumer-law guidance and a tax-authority signal, adding practical payment timing, trust-account, lien, and payout-format detail.","medium incumbent","authority","authority required","insights/personal-injury-cost-fees-004-how-do-case-expenses-affect-my-settlement-payout.html","FILEPATH: insights/personal-injury-cost-fees-004-how-do-case-expenses-affect-my-settlement-payout.html || CURRENT: The H2 “What this answer is based on” repeats the high-level gross settlement, fee, costs, liens, and net payout framing, but does not explain disbursement after a release is signed. || MISSING: A sourced payout workflow covering settlement receipt, trust-account handling, resolution of liens and bills, deductions, final disbursement, and a careful distinction between lump-sum and structured payments. || EDIT: After the named framework and before “Reviewed source fact,” add an H2 “What happens after a settlement is agreed?” with a numbered workflow: sign release; insurer issues payment; funds are handled through the lawyer’s client-trust process where applicable; confirmed liens, bills, fees, and approved costs are resolved; client receives a written closing statement and net disbursement. Add an H2 “Lump sum versus structured payments” stating that payout form depends on the settlement terms and should be evaluated before finalizing the agreement. Add dated, editorially verified source notes and a clear statement that timing and lien rules vary by jurisdiction and case.","new"
"how do case expenses affect my personal injury settlement payout","https://theindustryguides.com/insights/personal-injury-cost-fees-004-how-do-case-expenses-affect-my-settlement-payout.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-24","none","direct_answer","N","Y","The page identifies the components of a net payout but does not explain the actual settlement math or common categories of litigation costs. The model provides a clearer fees-versus-expenses distinction and practical expense examples.","Y","FILEPATH: insights/personal-injury-cost-fees-004-how-do-case-expenses-affect-my-settlement-payout.html || CURRENT: The “Direct answer” says expenses, liens, and fee structure affect the take-home number, and the “Evidence-to-Action Framework” says to separate fees, costs, and liens. || MISSING: A concrete settlement-waterfall calculation, typical expense categories, and the contract terms that determine whether costs are owed or deducted. || EDIT: Immediately after the Direct answer, add an H2 titled “Calculate Your Net Settlement Before You Compare Lawyers” with a $100,000 example showing gross settlement, attorney fee, case costs, liens, and client net; follow it with bullets for records, filing, deposition, and expert costs, plus questions asking whether costs are deducted before or after the fee and whether the client owes costs after an unsuccessful case.","3","new","none","medium incumbent","completeness","page fix","insights/personal-injury-cost-fees-004-how-do-case-expenses-affect-my-settlement-payout.html","FILEPATH: insights/personal-injury-cost-fees-004-how-do-case-expenses-affect-my-settlement-payout.html || CURRENT: The “Direct answer” says expenses, liens, and fee structure affect the take-home number, and the “Evidence-to-Action Framework” says to separate fees, costs, and liens. || MISSING: A concrete settlement-waterfall calculation, typical expense categories, and the contract terms that determine whether costs are owed or deducted. || EDIT: Immediately after the Direct answer, add an H2 titled “Calculate Your Net Settlement Before You Compare Lawyers” with a $100,000 example showing gross settlement, attorney fee, case costs, liens, and client net; follow it with bullets for records, filing, deposition, and expert costs, plus questions asking whether costs are deducted before or after the fee and whether the client owes costs after an unsuccessful case.","new"
"how should i compare contingency fees and case costs for injury lawyers","https://theindustryguides.com/insights/personal-injury-q039-how-should-i-compare-options-involving-contingency-fees-and-case-costs.html","theindustryguides.com","OpenAI GPT-4o","2026-08-24","none","direct_answer","N","N","The page offers a generic decision framework instead of the financial comparison process the query requires. It lacks the contract-level questions and cost-responsibility distinctions in the model answer.","Y","FILEPATH: insights/personal-injury-q039-how-should-i-compare-options-involving-contingency-fees-and-case-costs.html || CURRENT: The “Direct answer” instructs readers to compare legal effect, proof burden, timing, cost, and downstream consequences, while the “Proceed / Compare / Pause Decision Tree” remains generic. || MISSING: A lawyer-to-lawyer comparison checklist covering fee percentages, fee escalation, expense advances, loss responsibility, lien handling, and the order in which costs and fees are deducted. || EDIT: Replace the first Decision Tree after “Related decision paths people also use” with an H2 titled “Compare Two Contingency Agreements Line by Line” and a table with columns “Ask each lawyer,” “Why it changes your net,” and “Answer from Firm A/Firm B,” including rows for pre-suit and litigation percentages, gross-versus-net fee calculation, reimbursable costs, costs if no recovery, liens, and a written estimated net payout.","1","new","none","weak incumbent","completeness","page fix","insights/personal-injury-q039-how-should-i-compare-options-involving-contingency-fees-and-case-costs.html","FILEPATH: insights/personal-injury-q039-how-should-i-compare-options-involving-contingency-fees-and-case-costs.html || CURRENT: The “Direct answer” instructs readers to compare legal effect, proof burden, timing, cost, and downstream consequences, while the “Proceed / Compare / Pause Decision Tree” remains generic. || MISSING: A lawyer-to-lawyer comparison checklist covering fee percentages, fee escalation, expense advances, loss responsibility, lien handling, and the order in which costs and fees are deducted. || EDIT: Replace the first Decision Tree after “Related decision paths people also use” with an H2 titled “Compare Two Contingency Agreements Line by Line” and a table with columns “Ask each lawyer,” “Why it changes your net,” and “Answer from Firm A/Firm B,” including rows for pre-suit and litigation percentages, gross-versus-net fee calculation, reimbursable costs, costs if no recovery, liens, and a written estimated net payout.","new"
"how should i compare contingency fees and case costs for injury lawyers","https://theindustryguides.com/insights/personal-injury-q039-how-should-i-compare-options-involving-contingency-fees-and-case-costs.html","theindustryguides.com","Perplexity","2026-08-24","External sources were cited in the model response; their URLs are omitted because they are outside the permitted URL list.","direct_answer","N","N","The intended page is too abstract to compete with cited legal and consumer authorities that define contingency fees, disbursements, and deduction practices. It needs attributable legal sourcing plus a usable agreement-comparison tool.","Y","FILEPATH: insights/personal-injury-q039-how-should-i-compare-options-involving-contingency-fees-and-case-costs.html || CURRENT: The “Direct answer” calls for a source-first check, but it provides no named legal authority, jurisdiction-specific fee-rule context, or concrete explanation of costs and disbursements. || MISSING: Verifiable authority and a jurisdiction-aware explanation that distinguishes attorney fees from disbursements and tells readers which agreement terms control their net recovery. || EDIT: Directly after the Direct answer, add an H2 titled “Why the Written Fee Agreement Controls” explaining that contingency-fee limits and cost rules can vary by jurisdiction; add an editorially reviewed source note and a comparison checklist requiring the reader to obtain in writing the fee percentage, fee escalation trigger, cost-advance policy, loss-cost responsibility, deduction order, and lien treatment.","1","new","Competitors won through a mix of a bar-association legal-help page, Cornell Wex, consumer-law publishers, and law-firm explanations that directly define contingency fees and cost deductions.","weak incumbent","authority","authority required","insights/personal-injury-q039-how-should-i-compare-options-involving-contingency-fees-and-case-costs.html","FILEPATH: insights/personal-injury-q039-how-should-i-compare-options-involving-contingency-fees-and-case-costs.html || CURRENT: The “Direct answer” calls for a source-first check, but it provides no named legal authority, jurisdiction-specific fee-rule context, or concrete explanation of costs and disbursements. || MISSING: Verifiable authority and a jurisdiction-aware explanation that distinguishes attorney fees from disbursements and tells readers which agreement terms control their net recovery. || EDIT: Directly after the Direct answer, add an H2 titled “Why the Written Fee Agreement Controls” explaining that contingency-fee limits and cost rules can vary by jurisdiction; add an editorially reviewed source note and a comparison checklist requiring the reader to obtain in writing the fee percentage, fee escalation trigger, cost-advance policy, loss-cost responsibility, deduction order, and lien treatment.","new"
"how should i compare contingency fees and case costs for injury lawyers","https://theindustryguides.com/insights/personal-injury-q039-how-should-i-compare-options-involving-contingency-fees-and-case-costs.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-24","none","direct_answer","N","N","The page does not contain the core gross-versus-net calculation that makes an apparently lower percentage more expensive. It also omits the model’s actionable comparison of cost treatment and client take-home pay.","Y","FILEPATH: insights/personal-injury-q039-how-should-i-compare-options-involving-contingency-fees-and-case-costs.html || CURRENT: The “Proceed / Compare / Pause Decision Tree” says to define the decision and verify a current source, but it does not show how fee percentages and costs alter a client’s recovery. || MISSING: The gross-versus-net fee calculation, a numerical settlement comparison, and questions about cost responsibility if there is no recovery. || EDIT: Immediately before the first “Proceed / Compare / Pause Decision Tree,” add an H2 titled “Do the Gross-versus-Net Math” with a $100,000 recovery, $10,000 costs, and 33.3% fee example showing both deduction orders; then add a short checklist asking whether the fee rises after suit, which costs require approval, and whether costs are owed if the case loses.","1","new","none","weak incumbent","completeness","page fix","insights/personal-injury-q039-how-should-i-compare-options-involving-contingency-fees-and-case-costs.html","FILEPATH: insights/personal-injury-q039-how-should-i-compare-options-involving-contingency-fees-and-case-costs.html || CURRENT: The “Proceed / Compare / Pause Decision Tree” says to define the decision and verify a current source, but it does not show how fee percentages and costs alter a client’s recovery. || MISSING: The gross-versus-net fee calculation, a numerical settlement comparison, and questions about cost responsibility if there is no recovery. || EDIT: Immediately before the first “Proceed / Compare / Pause Decision Tree,” add an H2 titled “Do the Gross-versus-Net Math” with a $100,000 recovery, $10,000 costs, and 33.3% fee example showing both deduction orders; then add a short checklist asking whether the fee rises after suit, which costs require approval, and whether costs are owed if the case loses.","new"
